gab,gh,gbb,gso,gslg,ghbp,gsf,gip,ger,hab,hh,hbb,hso,hslg,hhbp,hsf,hip,her,boxscore
32,7,2,12,0.375,0,1,8.1,6,29,7,5,6,0.379,0,2,9,3,/boxes/CLE/CLE201406010.shtml
35,5,3,10,0.286,1,0,10,2,38,9,2,13,0.289,0,0,10,3,/boxes/SFN/SFN201408120.shtml
34,7,0,12,0.235,0,0,8,3,31,5,4,9,0.29,1,0,9,1,/boxes/HOU/HOU201405290.shtml
42,20,3,8,0.786,0,3,9,5,40,13,1,8,0.6,1,0,9,14,/boxes/NYA/NYA201404080.shtml
32,6,2,7,0.281,0,1,8,6,36,15,3,10,0.639,0,2,9,2,/boxes/HOU/HOU201409020.shtml
34,8,0,14,0.382,0,0,8,6,29,8,5,6,0.483,1,0,9,3,/boxes/LAN/LAN201405270.shtml
29,6,3,9,0.31,0,2,8,3,27,4,6,6,0.185,0,1,9,2,/boxes/MIA/MIA201404200.shtml
35,12,2,4,0.486,0,0,9,1,33,7,0,6,0.242,0,0,9,3,/boxes/MIA/MIA201409200.shtml
39,14,4,6,0.436,0,2,9,2,34,7,1,15,0.294,0,0,9,5,/boxes/MIN/MIN201409210.shtml
37,10,2,12,0.27,0,0,8,5,35,14,2,8,0.6,0,0,9,2,/boxes/SEA/SEA201407210.shtml
35,8,4,9,0.486,1,0,9,5,37,11,2,8,0.541,0,1,9,7,/boxes/TBA/TBA201406170.shtml
33,6,1,8,0.212,0,0,8,2,27,6,3,4,0.259,2,0,9,1,/boxes/OAK/OAK201408230.shtml
59,11,2,16,0.288,0,0,16,2,52,10,7,15,0.212,0,0,16,4,/boxes/MIL/MIL201406240.shtml
39,9,2,8,0.256,0,0,10.2,3,38,8,5,10,0.237,1,0,11,2,/boxes/PIT/PIT201406270.shtml
31,7,4,10,0.355,0,0,8,4,32,9,4,7,0.375,0,0,9,2,/boxes/ATL/ATL201408290.shtml
33,8,5,4,0.485,0,1,9,4,34,11,6,2,0.471,0,0,9,5,/boxes/CIN/CIN201407300.shtml
30,3,0,12,0.133,0,0,8,4,32,8,3,7,0.406,1,0,9,0,/boxes/CIN/CIN201404160.shtml
40,15,3,9,0.65,2,1,9,3,35,10,2,4,0.457,2,0,9,11,/boxes/COL/COL201409150.shtml
37,10,1,14,0.405,0,0,9,3,31,6,5,4,0.355,0,0,9,4,/boxes/ARI/ARI201405270.shtml
34,7,3,10,0.5,0,0,9,2,33,7,1,12,0.364,1,0,9,3,/boxes/CIN/CIN201406040.shtml
33,8,1,5,0.303,0,0,8,1,27,6,2,6,0.296,0,1,9,0,/boxes/TEX/TEX201409070.shtml
38,11,1,9,0.474,0,0,8,9,31,10,5,7,0.548,0,1,9,2,/boxes/CIN/CIN201407070.shtml
34,9,4,7,0.529,0,0,9,0,33,5,1,16,0.182,0,0,9,6,/boxes/CHN/CHN201408140.shtml
32,6,5,7,0.313,0,0,9,2,32,7,4,8,0.344,0,0,9,4,/boxes/TBA/TBA201404010.shtml
30,4,0,10,0.133,0,1,8,2,28,7,3,4,0.357,1,1,9,1,/boxes/MIL/MIL201404130.shtml
32,7,3,8,0.438,0,0,8,7,36,15,6,8,0.667,1,1,9,3,/boxes/ATL/ATL201405190.shtml
33,6,1,8,0.212,0,0,8,3,31,7,6,5,0.29,1,0,9,2,/boxes/ANA/ANA201407230.shtml
40,15,3,9,0.625,0,0,8,12,39,18,5,5,0.821,2,0,9,8,/boxes/BAL/BAL201408310.shtml
29,3,2,8,0.207,0,0,8.2,4,32,8,2,10,0.438,0,0,9,1,/boxes/SFN/SFN201404270.shtml
32,6,2,11,0.313,0,0,8,3,31,8,2,1,0.355,0,0,9,2,/boxes/KCA/KCA201405140.shtml
34,8,2,2,0.265,1,0,8,7,31,7,0,7,0.71,1,0,9,4,/boxes/HOU/HOU201404060.shtml
39,13,1,14,0.333,0,0,8,8,40,18,2,3,0.65,0,0,9,3,/boxes/NYN/NYN201407080.shtml
35,10,6,7,0.429,0,0,8,11,37,16,1,6,0.622,0,0,9,5,/boxes/MIL/MIL201405300.shtml
34,4,4,9,0.265,0,1,11,2,35,4,5,7,0.286,1,0,11,3,/boxes/ANA/ANA201410020.shtml
28,1,2,11,0.143,1,0,8,2,30,6,0,4,0.367,1,0,9,1,/boxes/CHN/CHN201408240.shtml
43,17,0,11,0.605,0,0,9,4,32,6,4,7,0.344,1,1,9,5,/boxes/NYA/NYA201409230.shtml
35,12,4,10,0.343,2,0,9,2,36,9,4,6,0.361,0,0,9,3,/boxes/MIL/MIL201409040.shtml
35,9,3,3,0.457,1,0,8,9,38,13,6,8,0.658,0,0,9,3,/boxes/SLN/SLN201404300.shtml
36,9,9,8,0.75,0,0,9,6,34,8,4,14,0.471,0,0,9,9,/boxes/PHI/PHI201404140.shtml
38,12,4,9,0.474,0,1,8.2,3,36,8,4,9,0.361,1,0,9,5,/boxes/BOS/BOS201404200.shtml
34,9,3,5,0.294,0,0,8,6,34,13,2,2,0.647,0,0,9,3,/boxes/TEX/TEX201404190.shtml
35,7,6,5,0.343,0,0,9.1,4,33,9,5,7,0.273,0,1,10,3,/boxes/ANA/ANA201408280.shtml
38,12,2,7,0.474,1,1,8,9,33,10,11,9,0.545,1,0,9,4,/boxes/OAK/OAK201408090.shtml
36,10,4,11,0.472,0,0,8,6,27,7,3,9,0.519,0,2,9,4,/boxes/TEX/TEX201406060.shtml
26,3,2,14,0.115,0,1,8,5,27,8,5,2,0.556,0,1,9,1,/boxes/TBA/TBA201407290.shtml
30,4,4,8,0.167,0,0,8,2,30,7,3,4,0.267,0,0,9,1,/boxes/WAS/WAS201409080.shtml
48,16,2,4,0.458,0,0,11.1,6,43,9,2,14,0.465,0,0,12,5,/boxes/SDN/SDN201405050.shtml
37,11,4,5,0.73,0,0,9,4,36,12,3,9,0.5,0,0,9,7,/boxes/BOS/BOS201405200.shtml
33,7,3,8,0.576,0,0,9,1,31,5,1,7,0.194,1,0,9,5,/boxes/COL/COL201405210.shtml
36,8,3,12,0.361,0,0,9.2,4,36,10,8,4,0.361,0,1,10,2,/boxes/SDN/SDN201408030.shtml
37,10,5,8,0.541,0,0,9,0,29,5,3,8,0.172,0,0,9,6,/boxes/ARI/ARI201405160.shtml
35,11,4,8,0.429,0,0,9,4,33,5,6,10,0.242,0,0,9,5,/boxes/CHN/CHN201405040.shtml
42,7,4,7,0.262,0,0,11,2,42,12,6,6,0.381,1,1,12,2,/boxes/SLN/SLN201405210.shtml
36,12,3,6,0.5,0,1,9,2,31,5,4,7,0.161,0,0,9,7,/boxes/NYN/NYN201408300.shtml
34,7,2,9,0.265,0,0,8.2,1,32,6,2,12,0.281,0,1,9,2,/boxes/TEX/TEX201404160.shtml
36,10,1,8,0.389,0,1,8,7,34,12,6,12,0.412,1,0,9,3,/boxes/HOU/HOU201408090.shtml
31,6,4,5,0.226,0,0,8,0,27,3,1,6,0.148,0,0,9,2,/boxes/TEX/TEX201409130.shtml
45,11,4,12,0.422,1,0,11,5,43,12,3,6,0.349,0,0,12,4,/boxes/BAL/BAL201406250.shtml
27,5,3,3,0.333,0,1,8,1,30,6,1,6,0.367,0,1,9,2,/boxes/COL/COL201408200.shtml
34,8,5,10,0.324,0,2,9,1,33,6,3,9,0.273,0,0,9,4,/boxes/CHA/CHA201404300.shtml
38,12,0,3,0.553,0,0,9,6,37,10,4,10,0.378,1,0,9,7,/boxes/KCA/KCA201405200.shtml
36,9,1,11,0.306,0,0,8,3,34,12,5,6,0.412,0,0,9,0,/boxes/BOS/BOS201405280.shtml
40,11,2,12,0.375,1,0,10,3,36,7,3,7,0.194,0,0,10,4,/boxes/MIA/MIA201409060.shtml
40,14,6,10,0.425,1,1,9,4,33,7,4,6,0.273,2,1,9,11,/boxes/PIT/PIT201406180.shtml
31,7,1,9,0.323,0,1,8,7,35,13,4,6,0.457,0,0,9,2,/boxes/DET/DET201407300.shtml
33,8,4,8,0.576,0,0,9,3,34,8,3,8,0.412,0,0,9,6,/boxes/TOR/TOR201404100.shtml
36,11,2,8,0.472,1,0,8.1,5,36,11,5,14,0.417,0,0,9,4,/boxes/HOU/HOU201405140.shtml
39,8,1,6,0.333,0,0,10,3,35,10,1,11,0.314,0,1,10,4,/boxes/CHA/CHA201405240.shtml
32,7,4,14,0.219,0,0,8,5,30,8,2,4,0.4,1,1,9,1,/boxes/ATL/ATL201407230.shtml
32,8,0,3,0.344,0,0,9,0,32,6,2,9,0.188,1,0,9,3,/boxes/TEX/TEX201407110.shtml
34,6,2,13,0.265,0,0,8,6,30,8,6,6,0.433,0,1,9,0,/boxes/LAN/LAN201406290.shtml
52,19,1,18,0.596,0,0,11,2,39,7,3,13,0.308,0,0,11,7,/boxes/BOS/BOS201404050.shtml
32,5,1,11,0.188,0,0,8,3,32,8,1,8,0.375,0,0,9,0,/boxes/CIN/CIN201408070.shtml
42,17,4,5,0.571,1,0,9,8,37,13,4,8,0.486,0,0,9,8,/boxes/DET/DET201406160.shtml
38,11,3,10,0.632,0,0,8,9,35,12,2,6,0.571,0,1,9,8,/boxes/SFN/SFN201409250.shtml
38,9,0,7,0.395,1,0,9,4,33,6,2,4,0.242,1,0,10,4,/boxes/SFN/SFN201410140.shtml
28,1,0,9,0.071,0,0,8,5,34,10,0,7,0.618,0,0,9,0,/boxes/SLN/SLN201405200.shtml
39,13,2,9,0.513,0,0,9,1,34,7,1,7,0.353,0,0,9,7,/boxes/ATL/ATL201405070.shtml
44,9,2,11,0.273,1,0,12,1,38,5,6,13,0.263,1,0,12,3,/boxes/ANA/ANA201407190.shtml
34,9,2,2,0.382,0,1,9,0,29,3,2,6,0.103,0,0,9,5,/boxes/SLN/SLN201406020.shtml
35,8,1,6,0.229,0,0,8,4,31,11,1,3,0.452,0,4,9,1,/boxes/KCA/KCA201406110.shtml
32,8,3,6,0.344,1,0,9,1,30,6,0,10,0.267,1,2,9,4,/boxes/ANA/ANA201405060.shtml
40,16,5,6,0.675,0,1,9,1,32,7,2,12,0.25,0,1,9,10,/boxes/ATL/ATL201409250.shtml
38,11,6,7,0.447,0,0,9,7,34,9,5,8,0.5,0,0,9,10,/boxes/CHN/CHN201407130.shtml
34,7,0,10,0.382,1,0,8,4,30,7,1,12,0.4,1,0,9,1,/boxes/CIN/CIN201409280.shtml
37,14,3,8,0.432,0,2,9,4,36,8,2,10,0.389,1,0,9,8,/boxes/DET/DET201408270.shtml
35,12,4,4,0.571,0,2,9,4,34,7,0,12,0.412,0,0,9,6,/boxes/CHA/CHA201409140.shtml
34,9,1,10,0.353,0,0,8,5,32,14,2,1,0.5,1,1,9,4,/boxes/MIA/MIA201409250.shtml
32,6,1,9,0.219,0,0,8,4,31,9,2,7,0.548,0,1,9,2,/boxes/MIN/MIN201406190.shtml
30,5,6,8,0.2,2,0,9,1,31,7,0,6,0.29,0,0,9,3,/boxes/PHI/PHI201407230.shtml
32,8,4,3,0.563,0,0,9,2,33,7,0,7,0.333,0,0,9,6,/boxes/DET/DET201405080.shtml
42,16,1,8,0.786,0,1,9,1,32,7,4,9,0.375,0,0,9,9,/boxes/TBA/TBA201404170.shtml
30,7,7,8,0.433,1,1,9,0,27,0,5,12,0,1,0,9,4,/boxes/ATL/ATL201409010.shtml
36,7,1,8,0.306,0,0,8,5,36,14,5,5,0.5,1,0,9,2,/boxes/SLN/SLN201408190.shtml
29,4,4,7,0.172,0,0,8.2,1,28,5,3,8,0.179,2,0,9,0,/boxes/SLN/SLN201409030.shtml
40,14,7,5,0.6,0,1,9,1,34,8,4,6,0.382,0,0,9,7,/boxes/CHA/CHA201407220.shtml
28,3,5,9,0.107,0,0,8,2,28,6,3,2,0.214,0,0,9,2,/boxes/KCA/KCA201408110.shtml
40,13,6,7,0.525,0,1,9,4,34,7,2,7,0.382,0,0,9,7,/boxes/CIN/CIN201404300.shtml
33,7,3,6,0.333,0,0,8,14,38,20,4,6,0.684,1,2,9,5,/boxes/DET/DET201407080.shtml
34,8,1,5,0.529,0,0,8,5,30,7,5,8,0.267,1,1,9,4,/boxes/SLN/SLN201409020.shtml
34,8,3,6,0.471,0,0,8,5,32,7,3,4,0.438,0,0,9,2,/boxes/TEX/TEX201405180.shtml
32,6,6,3,0.219,0,0,8,6,34,12,2,5,0.5,0,0,9,1,/boxes/DET/DET201409070.shtml
40,9,11,12,0.3,1,0,11,2,43,10,5,12,0.279,1,0,11,3,/boxes/NYN/NYN201405090.shtml
37,11,6,7,0.378,0,0,9,0,32,4,1,10,0.125,0,0,9,8,/boxes/PIT/PIT201410010.shtml
40,7,6,7,0.275,0,0,11.1,2,40,9,4,8,0.3,0,0,12,1,/boxes/BAL/BAL201404120.shtml
32,7,3,9,0.313,0,0,9,0,30,4,2,11,0.133,0,0,9,2,/boxes/NYN/NYN201408170.shtml
32,6,3,6,0.313,0,1,8,4,32,8,1,3,0.5,0,0,9,3,/boxes/SEA/SEA201408120.shtml
44,11,12,12,0.523,0,0,12,2,40,6,7,7,0.15,0,2,12,4,/boxes/MIN/MIN201405012.shtml
39,15,2,5,0.641,0,1,9,1,33,6,3,6,0.182,0,0,9,6,/boxes/BOS/BOS201405180.shtml
42,8,4,10,0.214,0,0,12,0,41,8,4,10,0.244,0,0,12,1,/boxes/CLE/CLE201408132.shtml
32,7,3,10,0.281,0,0,8,3,29,5,4,6,0.379,0,0,9,2,/boxes/DET/DET201405070.shtml
36,10,6,7,0.528,1,2,9,7,33,9,10,7,0.455,0,0,9,10,/boxes/NYA/NYA201405130.shtml
33,9,0,7,0.273,0,1,8,5,34,10,3,3,0.353,0,0,9,2,/boxes/KCA/KCA201407130.shtml
49,12,1,17,0.286,0,0,12,3,46,9,2,16,0.37,0,0,13,3,/boxes/CHN/CHN201406060.shtml
31,6,3,6,0.29,0,0,9,1,31,6,2,7,0.194,0,0,9,2,/boxes/CHN/CHN201406220.shtml
34,10,5,8,0.294,0,0,8,5,28,6,3,5,0.464,0,1,9,4,/boxes/ARI/ARI201407220.shtml
31,5,1,3,0.258,0,0,8,4,33,10,5,7,0.545,0,0,9,1,/boxes/BAL/BAL201406272.shtml
29,3,2,11,0.103,0,0,8,1,29,4,0,9,0.138,0,0,9,0,/boxes/ANA/ANA201408300.shtml
31,4,1,8,0.258,0,0,9,0,32,5,3,12,0.219,0,0,9,1,/boxes/OAK/OAK201408010.shtml
36,8,1,8,0.306,0,0,8,3,29,6,0,2,0.414,0,0,9,1,/boxes/KCA/KCA201409030.shtml
39,11,3,5,0.513,0,0,9,0,30,4,1,11,0.133,0,0,9,6,/boxes/LAN/LAN201404210.shtml
41,11,8,14,0.415,1,0,9,6,38,12,1,6,0.526,2,0,10,5,/boxes/BAL/BAL201405012.shtml
35,9,2,10,0.314,0,1,9,4,35,9,3,3,0.343,0,0,10,3,/boxes/ARI/ARI201407090.shtml
35,8,2,11,0.486,0,0,8,7,37,16,1,7,0.676,0,0,9,6,/boxes/ANA/ANA201407040.shtml
31,7,4,8,0.323,0,1,9,0,29,3,2,10,0.103,0,0,9,2,/boxes/CHN/CHN201406281.shtml
33,7,2,5,0.242,0,0,9,1,32,5,5,8,0.219,0,0,9,6,/boxes/SLN/SLN201404260.shtml
37,8,5,9,0.405,1,0,9.1,5,39,12,1,6,0.436,1,0,10,5,/boxes/SLN/SLN201408180.shtml
32,6,8,9,0.313,0,0,9,2,34,8,0,6,0.324,0,0,9,6,/boxes/SFN/SFN201406110.shtml
30,3,3,9,0.167,0,0,8,6,31,9,2,5,0.613,0,1,9,0,/boxes/NYA/NYA201406270.shtml
36,9,0,4,0.417,0,0,9,1,30,3,1,10,0.2,0,0,9,5,/boxes/CHA/CHA201408190.shtml
42,19,2,7,0.762,0,2,9,7,38,10,4,5,0.579,0,0,9,12,/boxes/COL/COL201406050.shtml
35,8,1,9,0.314,0,0,8,1,30,7,1,7,0.4,0,0,9,1,/boxes/NYA/NYA201406050.shtml
34,7,1,12,0.412,1,0,8,7,37,14,3,6,0.486,0,1,9,3,/boxes/PIT/PIT201409120.shtml
35,8,6,7,0.343,0,0,8,7,34,10,2,6,0.559,0,1,9,2,/boxes/SEA/SEA201406240.shtml
32,5,1,12,0.156,1,0,8,3,31,7,5,9,0.387,0,0,9,0,/boxes/CHN/CHN201409240.shtml
34,8,4,10,0.412,0,0,8,9,35,11,1,4,0.571,1,0,9,3,/boxes/DET/DET201405100.shtml
39,9,4,9,0.282,0,1,10,3,36,9,0,7,0.361,1,1,10,1,/boxes/KCA/KCA201408310.shtml
31,5,2,6,0.323,1,1,8,5,32,9,0,6,0.406,0,1,9,2,/boxes/PHI/PHI201406100.shtml
31,4,2,13,0.355,1,0,8,7,36,12,3,6,0.583,0,0,9,2,/boxes/PHI/PHI201405030.shtml
37,10,4,8,0.405,0,1,9,2,34,8,0,5,0.471,0,0,9,4,/boxes/ARI/ARI201404160.shtml
32,9,4,11,0.375,1,0,8,4,33,11,2,5,0.364,0,2,9,2,/boxes/SFN/SFN201408170.shtml
39,14,2,5,0.513,1,0,8,14,37,14,7,5,0.622,0,1,9,3,/boxes/MIA/MIA201405210.shtml
45,20,1,4,0.733,1,2,9,4,32,6,3,5,0.25,2,0,9,17,/boxes/SLN/SLN201405120.shtml
27,5,4,10,0.296,1,0,8,5,30,6,6,9,0.467,1,0,9,1,/boxes/TEX/TEX201409240.shtml
36,10,2,12,0.306,0,0,8,5,37,14,4,7,0.486,0,0,9,3,/boxes/ANA/ANA201405030.shtml
30,4,1,3,0.233,0,0,8,4,31,9,1,4,0.387,1,0,9,2,/boxes/CIN/CIN201407060.shtml
40,16,3,5,0.55,1,0,9,4,34,9,5,7,0.471,1,1,9,7,/boxes/DET/DET201407310.shtml
36,11,1,5,0.333,2,1,8,8,37,14,3,7,0.541,0,0,9,2,/boxes/TOR/TOR201409090.shtml
34,6,4,7,0.294,0,0,8,4,31,8,2,10,0.548,1,0,9,3,/boxes/MIL/MIL201408050.shtml
34,7,4,10,0.441,0,0,8,9,35,11,6,7,0.571,1,0,9,5,/boxes/OAK/OAK201405300.shtml
36,9,9,7,0.5,0,0,8.2,2,36,9,4,7,0.361,0,0,9,3,/boxes/PHI/PHI201405280.shtml
27,4,5,5,0.148,1,0,8,3,30,8,6,10,0.5,0,1,9,1,/boxes/NYN/NYN201406150.shtml
45,12,7,9,0.4,2,0,11,3,39,7,4,10,0.282,0,1,11,11,/boxes/CLE/CLE201409040.shtml
36,11,8,11,0.611,0,1,9,2,34,6,1,13,0.294,1,0,9,9,/boxes/ANA/ANA201403310.shtml
30,3,3,10,0.133,0,0,8,12,36,13,5,6,0.639,1,0,9,1,/boxes/PHI/PHI201405170.shtml
33,7,4,10,0.273,0,0,9,0,29,4,1,5,0.138,0,0,9,2,/boxes/SEA/SEA201408250.shtml
34,12,5,8,0.412,0,0,9,2,33,7,1,11,0.303,0,0,9,5,/boxes/DET/DET201407191.shtml
32,5,3,8,0.188,1,1,8,3,32,8,2,7,0.281,0,0,9,1,/boxes/SFN/SFN201409270.shtml
33,6,0,9,0.212,1,0,8,6,32,9,0,8,0.5,0,0,9,1,/boxes/TOR/TOR201404270.shtml
43,16,2,13,0.605,0,0,9,4,31,6,6,8,0.355,0,0,9,7,/boxes/BOS/BOS201407052.shtml
41,15,6,7,0.537,1,0,9,4,38,11,2,12,0.5,1,0,9,9,/boxes/NYN/NYN201405200.shtml
29,2,4,5,0.103,0,0,8,9,34,13,4,3,0.647,1,0,9,2,/boxes/MIL/MIL201406250.shtml
39,11,5,6,0.487,0,0,9,4,39,11,3,7,0.462,0,0,9,5,/boxes/BOS/BOS201405210.shtml
30,4,4,5,0.267,1,0,8,10,33,12,4,9,0.667,1,1,9,3,/boxes/COL/COL201406120.shtml
32,8,2,10,0.375,0,1,9,5,37,12,2,5,0.514,1,0,9,5,/boxes/TBA/TBA201406240.shtml
36,9,0,12,0.583,2,0,9,3,34,9,1,8,0.294,0,1,9,4,/boxes/ARI/ARI201406010.shtml
32,6,4,8,0.313,0,0,9,0,30,5,0,5,0.167,0,0,9,3,/boxes/ATL/ATL201409160.shtml
30,5,2,10,0.367,1,0,9,1,31,8,2,6,0.419,0,0,9,3,/boxes/CHA/CHA201408060.shtml
33,7,5,6,0.303,0,0,8,3,33,11,3,5,0.364,0,1,9,2,/boxes/WAS/WAS201405160.shtml
32,7,5,11,0.375,0,0,9,0,28,3,2,3,0.143,0,0,9,3,/boxes/OAK/OAK201404230.shtml
34,9,3,6,0.529,1,0,9,1,29,4,4,13,0.172,0,0,9,4,/boxes/CHA/CHA201405300.shtml
34,9,5,5,0.618,0,1,9,5,35,9,1,9,0.486,0,0,9,8,/boxes/ARI/ARI201404030.shtml
46,11,3,15,0.348,0,0,11.2,1,40,8,6,9,0.2,0,1,12,2,/boxes/SDN/SDN201408290.shtml
31,4,2,12,0.258,0,0,8,2,30,7,0,6,0.367,0,0,9,1,/boxes/NYA/NYA201404100.shtml
33,5,2,7,0.212,0,0,8,8,36,11,3,6,0.722,0,1,9,0,/boxes/OAK/OAK201405260.shtml
36,9,4,8,0.389,0,0,9,3,38,12,2,6,0.447,0,0,9,6,/boxes/HOU/HOU201407260.shtml
37,12,1,9,0.541,1,1,9,3,36,9,1,15,0.417,0,0,9,5,/boxes/CHN/CHN201408210.shtml
44,14,12,2,0.545,0,0,9,2,30,4,6,10,0.233,2,2,9,9,/boxes/BOS/BOS201404240.shtml
38,11,3,8,0.395,0,0,9,3,39,12,3,8,0.385,1,0,9,4,/boxes/NYN/NYN201404190.shtml
43,8,5,10,0.326,1,0,11.2,4,49,12,2,5,0.347,1,0,12,4,/boxes/ANA/ANA201404160.shtml
37,11,1,6,0.432,0,0,9,1,32,6,2,5,0.188,0,0,9,3,/boxes/HOU/HOU201408130.shtml
31,5,2,15,0.387,0,0,8,11,35,13,5,9,0.457,0,1,9,1,/boxes/TOR/TOR201409100.shtml
32,7,1,5,0.281,0,0,8,2,27,5,6,7,0.296,0,0,9,3,/boxes/MIN/MIN201404130.shtml
29,4,3,11,0.172,0,0,8.1,3,33,9,2,8,0.424,0,0,9,2,/boxes/CLE/CLE201408131.shtml
41,13,1,13,0.488,0,0,9.1,8,36,9,9,10,0.444,2,1,10,6,/boxes/OAK/OAK201409210.shtml
31,6,1,8,0.226,0,2,9,2,32,9,3,10,0.469,0,0,9,1,/boxes/SFN/SFN201408250.shtml
36,10,5,4,0.444,2,0,9,0,29,3,6,10,0.138,0,0,9,4,/boxes/TEX/TEX201408110.shtml
35,9,1,14,0.4,0,0,8,9,41,16,1,7,0.683,1,0,9,5,/boxes/LAN/LAN201409280.shtml
38,12,2,10,0.5,0,1,9,1,32,5,0,11,0.313,2,1,9,6,/boxes/PHI/PHI201409080.shtml
34,8,3,3,0.471,0,0,8.1,6,37,15,1,7,0.703,2,0,9,4,/boxes/BAL/BAL201406230.shtml
30,6,2,4,0.233,0,0,8,12,37,16,4,8,0.73,1,0,9,1,/boxes/SDN/SDN201407300.shtml
35,9,3,13,0.314,0,0,9,0,32,6,0,9,0.188,0,0,9,2,/boxes/ATL/ATL201406040.shtml
36,9,6,9,0.333,0,0,9,4,33,7,4,11,0.455,0,0,9,5,/boxes/ATL/ATL201404100.shtml
35,9,3,9,0.4,0,0,8,4,31,9,7,10,0.516,1,0,9,5,/boxes/MIA/MIA201409010.shtml
31,6,5,15,0.419,1,0,8,2,27,3,4,8,0.259,1,0,9,2,/boxes/NYA/NYA201404270.shtml
34,9,5,7,0.5,0,1,8,10,36,12,3,8,0.528,1,0,9,5,/boxes/OAK/OAK201406150.shtml
34,9,5,6,0.529,0,0,9,3,31,9,3,3,0.387,0,1,9,6,/boxes/DET/DET201406050.shtml
35,9,4,9,0.4,1,0,8,5,32,10,3,8,0.469,0,1,9,3,/boxes/CIN/CIN201408240.shtml
38,5,2,17,0.263,0,0,11,1,39,7,2,8,0.308,0,0,11,1,/boxes/SDN/SDN201405080.shtml
31,8,6,7,0.355,1,0,8,6,33,11,0,7,0.424,4,0,9,5,/boxes/SEA/SEA201404250.shtml
36,9,4,11,0.444,0,0,9,1,30,4,2,7,0.267,0,0,9,4,/boxes/NYN/NYN201408180.shtml
33,6,1,12,0.242,0,0,8,4,35,12,1,6,0.486,0,0,9,2,/boxes/TOR/TOR201409260.shtml
30,8,8,10,0.367,0,2,9,2,33,7,5,8,0.333,0,0,9,4,/boxes/CIN/CIN201408090.shtml
36,12,4,6,0.361,0,1,9,5,35,8,4,11,0.371,1,0,9,3,/boxes/MIA/MIA201404020.shtml
33,3,2,11,0.121,0,0,8,9,38,15,3,10,0.5,0,1,9,1,/boxes/OAK/OAK201407200.shtml
35,10,1,9,0.514,0,0,8,7,33,9,2,6,0.394,1,0,9,6,/boxes/BAL/BAL201410030.shtml
43,14,2,11,0.488,3,0,10,6,37,9,0,10,0.486,0,0,10,7,/boxes/TOR/TOR201405290.shtml
34,9,4,9,0.412,0,0,9,3,37,11,0,9,0.297,0,1,9,4,/boxes/SEA/SEA201406140.shtml
32,5,3,7,0.281,0,0,8,3,31,10,4,5,0.419,0,1,9,1,/boxes/TOR/TOR201405250.shtml
32,5,1,6,0.313,0,0,9,0,27,4,1,6,0.222,1,0,9,1,/boxes/CIN/CIN201404120.shtml
32,10,3,6,0.438,0,1,8,5,32,9,6,6,0.375,0,0,9,3,/boxes/SLN/SLN201404070.shtml
37,10,2,15,0.459,0,0,9,0,36,11,3,14,0.417,0,0,9,4,/boxes/HOU/HOU201405120.shtml
33,7,1,13,0.333,0,0,9,2,32,8,0,6,0.344,0,0,9,3,/boxes/TEX/TEX201406290.shtml
34,9,1,8,0.441,0,1,9,0,30,3,2,10,0.133,0,0,9,4,/boxes/MIL/MIL201404270.shtml
29,4,3,4,0.276,0,0,8,5,32,8,3,8,0.656,1,0,9,2,/boxes/ATL/ATL201408150.shtml
33,8,2,9,0.455,0,0,9,5,32,9,4,7,0.406,0,0,9,6,/boxes/SLN/SLN201405290.shtml
38,12,8,10,0.579,0,0,9,3,33,6,3,9,0.242,0,0,9,9,/boxes/TOR/TOR201405110.shtml
49,9,4,12,0.388,0,0,13,4,51,13,3,13,0.314,1,1,14,3,/boxes/PHI/PHI201406260.shtml
42,15,3,12,0.619,0,0,9,2,36,11,6,10,0.361,1,0,9,8,/boxes/CHN/CHN201404200.shtml
31,4,2,10,0.226,0,0,8,7,36,13,6,9,0.583,0,0,9,2,/boxes/LAN/LAN201409080.shtml
35,11,2,8,0.4,2,0,9,1,31,8,4,7,0.323,0,0,9,6,/boxes/WAS/WAS201408050.shtml
29,3,1,5,0.207,1,0,8,6,34,11,4,6,0.471,1,0,9,1,/boxes/OAK/OAK201409010.shtml
34,9,6,9,0.441,1,1,9,4,35,8,5,9,0.4,2,0,9,6,/boxes/NYA/NYA201407260.shtml
37,12,4,9,0.405,0,1,8,7,33,9,7,5,0.455,2,0,9,6,/boxes/NYA/NYA201408080.shtml
36,10,1,8,0.389,1,0,9,3,32,9,6,13,0.406,1,2,9,7,/boxes/BOS/BOS201408230.shtml
30,4,1,9,0.133,0,0,8,1,28,5,2,7,0.321,0,0,9,0,/boxes/BAL/BAL201408030.shtml
33,7,1,12,0.212,0,0,8,3,32,8,1,8,0.344,0,0,9,0,/boxes/TBA/TBA201408150.shtml
45,11,6,10,0.378,0,0,12,1,38,2,6,8,0.053,0,0,12,3,/boxes/CIN/CIN201408220.shtml
30,3,0,6,0.1,1,0,8,9,31,9,3,4,0.581,1,0,9,0,/boxes/MIL/MIL201406010.shtml
35,8,0,9,0.314,0,0,9,0,32,5,1,4,0.156,0,0,9,4,/boxes/SEA/SEA201407240.shtml
33,6,1,5,0.333,0,0,8,1,32,6,3,8,0.375,0,0,9,1,/boxes/MIN/MIN201404120.shtml
30,4,4,9,0.333,0,0,8,5,32,8,5,9,0.5,1,0,9,3,/boxes/SEA/SEA201404080.shtml
