"r","era","whip","so9","ba","obp","slg","r.1","era.1","whip.1","so9.1","ba.1","obp.1","slg.1"
5,"4.6046511627907","1.32558139534884","8.58139534883721","0.274725274725275","0.3248730964467","0.417340659340659",1,"4.6","1.22222222222222","8","0.316666666666667","0.362694300518135","0.483222222222222"
6,"5.20833333333333","1.45833333333333","6.04166666666667","0.216867469879518","0.268156424581006","0.27105421686747",5,"3.06818181818182","1.04545454545455","8.79545454545454","0.276243093922652","0.32994923857868","0.463950276243094"
1,"5.41666666666667","1.41203703703704","6.25","0.206060606060606","0.248587570621469","0.339351515151515",3,"4.09090909090909","1.09090909090909","8.18181818181818","0.289617486338798","0.331632653061224","0.464420765027322"
5,"5.75829383886256","1.4218009478673","6.18483412322275","0.2","0.235632183908046","0.333151515151515",1,"4.09090909090909","1.06818181818182","8.59090909090909","0.270114942528736","0.311827956989247","0.436908045977012"
7,"4.30434782608696","1.47826086956522","7.6304347826087","0.317919075144509","0.387755102040816","0.496936416184971",0,"3.2","0.866666666666667","7.8","0.284883720930233","0.322404371584699","0.447825581395349"
7,"3.91304347826087","1.3695652173913","7.04347826086957","0.30939226519337","0.376237623762376","0.502729281767956",18,"3.8","1.04444444444444","7.6","0.253012048192771","0.295454545454545","0.391590361445783"
3,"6.34090909090909","1.70454545454545","6.75","0.307262569832402","0.375","0.502860335195531",5,"4.6","1.26666666666667","7","0.30635838150289","0.344262295081967","0.537543352601156"
0,"4","1.24444444444444","7","0.3","0.338888888888889","0.5294",5,"2.625","1.1875","7.3125","0.278787878787879","0.365979381443299","0.345375757575758"
2,"4.90909090909091","1.31818181818182","7.15909090909091","0.265060240963855","0.306818181818182","0.493795180722892",3,"2.2","0.933333333333333","7.6","0.299363057324841","0.355932203389831","0.42671974522293"
2,"4.10869565217391","1.47826086956522","6.65217391304348","0.254237288135593","0.305263157894737","0.474485875706215",4,"1.875","0.875","7.125","0.311764705882353","0.371134020618557","0.435335294117647"
3,"3.8","1.48888888888889","6","0.263736263736264","0.304123711340206","0.483549450549451",2,"4.70454545454545","1.29545454545455","6.54545454545455","0.274285714285714","0.315508021390374","0.405645714285714"
2,"3.2","1.4","5.6","0.192982456140351","0.232044198895028","0.280789473684211",1,"4.70454545454545","1.31818181818182","6.95454545454545","0.271676300578035","0.317204301075269","0.416242774566474"
2,"2.8","1.44444444444444","5.4","0.160714285714286","0.228260869565217","0.238202380952381",4,"3.8","1.26666666666667","8.2","0.27906976744186","0.338624338624339","0.418563953488372"
5,"2.8","0.933333333333333","7.8","0.21875","0.263157894736842","0.32486875",7,"2.6","1.62222222222222","4.8","0.179190751445087","0.25130890052356","0.265988439306358"
4,"3.66515837104072","1.04072398190045","7.73755656108597","0.240740740740741","0.283236994219653","0.413537037037037",3,"3.34883720930233","1.55813953488372","5.23255813953488","0.204819277108434","0.269230769230769","0.295253012048193"
6,"3.2579185520362","1.10859728506787","7.33031674208145","0.253012048192771","0.293785310734463","0.43360843373494",12,"3.27272727272727","1.45454545454545","7.15909090909091","0.196319018404908","0.28021978021978","0.312926380368098"
0,"3.76744186046512","1.34883720930233","7.74418604651163","0.224852071005917","0.25","0.349153846153846",4,"3.47727272727273","1.5","7.77272727272727","0.251461988304094","0.326315789473684","0.415198830409357"
6,"3.21428571428571","1.30952380952381","7.28571428571429","0.188679245283019","0.212121212121212","0.283150943396226",4,"3.27272727272727","1.29545454545455","7.77272727272727","0.27906976744186","0.340425531914894","0.453348837209302"
5,"3.21428571428571","1.16666666666667","6.64285714285714","0.216049382716049","0.238095238095238","0.351820987654321",0,"3.6","1.13333333333333","7.8","0.289017341040462","0.345744680851064","0.462346820809248"
4,"2.93023255813953","1.13953488372093","7.53488372093023","0.246987951807229","0.264705882352941","0.385475903614458",3,"3.6","1.13333333333333","8","0.270588235294118","0.333333333333333","0.435211764705882"
4,"3.6","1.08888888888889","7.6","0.283236994219653","0.327956989247312","0.421832369942196",2,"4.79418886198547","1.52542372881356","6.53753026634382","0.212121212121212","0.286486486486487","0.39990303030303"
16,"3.4","1","7.4","0.246987951807229","0.29608938547486","0.397439759036145",8,"5.23002421307506","1.52542372881356","5.23002421307506","0.216867469879518","0.284153005464481","0.415656626506024"
12,"4.8","1.31111111111111","7.4","0.293785310734463","0.34020618556701","0.440666666666667",7,"7.69596199524941","1.78147268408551","5.34441805225653","0.235294117647059","0.28021978021978","0.394111764705882"
5,"3.2","1.35555555555556","7.2","0.266272189349112","0.338624338624339","0.355118343195266",2,"5","1.35555555555556","7.4","0.345945945945946","0.385365853658537","0.540572972972973"
3,"3.2","1.37777777777778","8","0.279329608938547","0.33160621761658","0.379916201117318",4,"5","1.4","8","0.340540540540541","0.377450980392157","0.545935135135135"
5,"2.73318872017354","1.34490238611714","7.2234273318872","0.251366120218579","0.275132275132275","0.377043715846995",6,"4.40425531914894","1.34042553191489","7.08510638297872","0.34375","0.389671361502347","0.55725"
4,"4.5","1.52272727272727","8.79545454545454","0.242424242424242","0.335078534031414","0.412369696969697",3,"4.97872340425532","1.40425531914894","8.04255319148936","0.345744680851064","0.400943396226415","0.542484042553191"
1,"4.29545454545455","1.47727272727273","9.40909090909091","0.276470588235294","0.360406091370558","0.453258823529412",4,"4.21276595744681","1.29787234042553","8.23404255319149","0.284090909090909","0.350253807106599","0.454426136363636"
1,"3.06382978723404","1.19148936170213","8.61702127659574","0.233128834355828","0.318918918918919","0.386306748466258",5,"4.18604651162791","1.51162790697674","9.41860465116279","0.257309941520468","0.324607329842932","0.432994152046784"
4,"3.1304347826087","1.17391304347826","7.6304347826087","0.236024844720497","0.318681318681319","0.385006211180124",5,"3.55813953488372","1.37209302325581","9","0.269461077844311","0.345549738219895","0.419377245508982"
3,"3.88636363636364","1.38636363636364","7.97727272727273","0.21656050955414","0.289772727272727","0.394777070063694",4,"3","1.20512820512821","7.61538461538461","0.259493670886076","0.337078651685393","0.385772151898734"
4,"3.76744186046512","1.51162790697674","6.90697674418605","0.232142857142857","0.28021978021978","0.368970238095238",6,"3.13953488372093","1.37209302325581","7.11627906976744","0.271084337349398","0.354497354497354","0.379349397590362"
6,"4.5","1.52380952380952","6.85714285714286","0.244186046511628","0.274725274725275","0.412668604651163",3,"3.55813953488372","1.30232558139535","7.32558139534884","0.267080745341615","0.340782122905028","0.353987577639752"
9,"2.93877551020408","1.16326530612245","6.06122448979592","0.263440860215054","0.32843137254902","0.408591397849462",3,"4.71428571428571","1.61904761904762","6","0.241573033707865","0.264864864864865","0.39888202247191"
7,"3.30612244897959","1.26530612244898","6.97959183673469","0.271739130434783","0.339901477832512","0.445722826086956",5,"5.44186046511628","1.65116279069767","5.44186046511628","0.269230769230769","0.291005291005291","0.406631868131868"
3,"4.4","1.35555555555556","7.4","0.280701754385965","0.336898395721925","0.508918128654971",4,"5.86046511627907","1.53488372093023","6.27906976744186","0.266666666666667","0.305263157894737","0.383405555555555"
4,"4.68325791855204","1.33484162895928","7.94117647058823","0.261904761904762","0.316939890710383","0.482232142857143",1,"5.52272727272727","1.34090909090909","7.15909090909091","0.251428571428571","0.284153005464481","0.394445714285714"
1,"7.11627906976744","1.51162790697674","6.48837209302326","0.290502793296089","0.351485148514851","0.424541899441341",4,"4.8","1.28888888888889","7.2","0.244186046511628","0.277777777777778","0.34896511627907"
6,"6.64285714285714","1.45238095238095","5.14285714285714","0.274285714285714","0.341708542713568","0.411348571428571",4,"4.6","1.2","8","0.248484848484848","0.277456647398844","0.339460606060606"
4,"6.42857142857143","1.42857142857143","5.35714285714286","0.282485875706215","0.362745098039216","0.418045197740113",1,"4","1.2","8.2","0.234939759036145","0.27683615819209","0.35539156626506"
8,"5.36170212765957","1.53191489361702","8.04255319148936","0.247252747252747","0.297435897435897","0.37910989010989",9,"3.4","1.17777777777778","6.6","0.21875","0.25","0.3187"
6,"5.10763209393346","1.62426614481409","8.45401174168297","0.258706467661692","0.31981981981982","0.397860696517413",1,"3.78","1.3","7.02","0.247252747252747","0.31","0.329527472527473"
2,"4.32","1.38","7.38","0.241573033707865","0.316582914572864","0.325792134831461",1,"2.25","1.04545454545455","8.18181818181818","0.198757763975155","0.244186046511628","0.267055900621118"
3,"4.32","1.32","7.74","0.237569060773481","0.316831683168317","0.30378453038674",1,"2.04545454545455","1","7.97727272727273","0.189873417721519","0.221556886227545","0.246924050632911"
1,"3.42","1.22","9","0.220338983050847","0.305","0.288124293785311",2,"2.04545454545455","0.954545454545455","7.56818181818182","0.19620253164557","0.239766081871345","0.246924050632911"
2,"3.12244897959184","1.20408163265306","9.91836734693878","0.232954545454545","0.323383084577114","0.301267045454545",3,"2.93478260869565","1.26086956521739","9.19565217391304","0.22360248447205","0.297752808988764","0.323068322981366"
1,"2.71461716937355","1.04408352668213","9.81438515081206","0.212903225806452","0.280701754385965","0.258335483870968",5,"2.48936170212766","1.29787234042553","7.08510638297872","0.23125","0.305084745762712","0.3187875"
10,"2.56532066508314","1.14014251781473","10.4750593824228","0.225","0.293785310734463","0.26905625",2,"2.29787234042553","1.29787234042553","7.46808510638298","0.244047619047619","0.309782608695652","0.339333333333333"
2,"2.7790973871734","1.30641330166271","10.6888361045131","0.251497005988024","0.318918918918919","0.329574850299401",5,"2.2","1.13333333333333","8.2","0.25609756097561","0.342245989304813","0.329189024390244"
4,"3.72262773722628","1.41119221411192","9.85401459854014","0.260355029585799","0.313186813186813","0.313680473372781",10,"2.4","1.13333333333333","9","0.257861635220126","0.342541436464088","0.31425786163522"
3,"4.81751824817518","1.67883211678832","10.0729927007299","0.275862068965517","0.318918918918919","0.350586206896552",1,"2.6","1.04444444444444","8","0.294478527607362","0.370967741935484","0.392576687116564"
1,"3.47727272727273","1.18181818181818","6.54545454545455","0.322404371584699","0.386138613861386","0.420715846994535",9,"4.28571428571429","1.71428571428571","10.0714285714286","0.25","0.307692307692308","0.351107142857143"
2,"5.44186046511628","1.34883720930233","5.44186046511628","0.32258064516129","0.374384236453202","0.40305376344086",1,"3.34883720930233","1.55813953488372","10.4651162790698","0.266272189349112","0.316939890710383","0.42598224852071"
3,"4.3953488372093","1.34883720930233","4.3953488372093","0.298913043478261","0.356435643564356","0.391190217391304",4,"3.34883720930233","1.41860465116279","10.046511627907","0.246987951807229","0.29608938547486","0.379475903614458"
0,"2.8","1.31111111111111","10.4","0.255952380952381","0.311475409836066","0.398880952380952",5,"4.18604651162791","1.25581395348837","7.11627906976744","0.214285714285714","0.256983240223464","0.285761904761905"
2,"2.4","1.17777777777778","10","0.236363636363636","0.294444444444444","0.36969696969697",0,"3.55813953488372","1.2093023255814","7.11627906976744","0.232142857142857","0.279329608938547","0.315619047619048"
4,"2.2","1.11111111111111","8.8","0.252941176470588","0.296703296703297","0.399970588235294",8,"3.27272727272727","1.15909090909091","6.95454545454545","0.228915662650602","0.280898876404494","0.313385542168675"
4,"6.31914893617021","1.42553191489362","7.46808510638298","0.242774566473988","0.323076923076923","0.387092485549133",5,"3.47727272727273","1.18181818181818","7.77272727272727","0.248520710059172","0.282485875706215","0.354958579881657"
3,"6.51063829787234","1.46808510638298","8.04255319148936","0.248554913294798","0.331632653061224","0.41021387283237",9,"3.88636363636364","1.22727272727273","7.36363636363636","0.269461077844311","0.297142857142857","0.389239520958084"
2,"7.74418604651163","1.67441860465116","7.32558139534884","0.259036144578313","0.326086956521739","0.433596385542169",3,"3.97674418604651","1.25581395348837","7.32558139534884","0.289156626506024","0.32","0.439698795180723"
4,"5.11363636363636","1.59090909090909","6.95454545454545","0.25","0.288135593220339","0.347585365853659",3,"3.27272727272727","1.09090909090909","6.54545454545455","0.295180722891566","0.329545454545455","0.451807228915663"
4,"4.6","1.51111111111111","7.6","0.246987951807229","0.294444444444444","0.391596385542169",5,"4.09090909090909","1.18181818181818","6.54545454545455","0.292682926829268","0.335227272727273","0.439067073170732"
11,"3.88636363636364","1.34090909090909","6.95454545454545","0.242424242424242","0.303867403314917","0.36970303030303",5,"3.4","1.17777777777778","6.6","0.278481012658228","0.333333333333333","0.449310126582278"
5,"4","1.33333333333333","7.8","0.277777777777778","0.333333333333333","0.456814814814815",9,"5.14285714285714","1.51020408163265","7.3469387755102","0.259067357512953","0.299019607843137","0.341766839378238"
10,"5.11363636363636","1.47727272727273","7.97727272727273","0.268292682926829","0.324022346368715","0.432951219512195",6,"4.5","1.46","8.28","0.274611398963731","0.328571428571429","0.367699481865285"
2,"5.8","1.73333333333333","8.8","0.306818181818182","0.360824742268041","0.494284090909091",4,"4.94117647058824","1.45098039215686","9","0.284263959390863","0.351598173515982","0.431345177664975"
2,"5.52272727272727","1.68181818181818","9.61363636363636","0.300578034682081","0.347368421052632","0.474",1,"3.34883720930233","1.30232558139535","8.7906976744186","0.167785234899329","0.226993865030675","0.207946308724832"
0,"4.32","1.4","10.26","0.276923076923077","0.322274881516588","0.400051282051282",3,"2.52","1.18","8.46","0.156626506024096","0.220994475138122","0.210620481927711"
5,"3.6734693877551","1.24489795918367","9.18367346938776","0.240837696335079","0.293269230769231","0.350670157068063",4,"1.58823529411765","1.01960784313725","8.82352941176471","0.168674698795181","0.224719101123595","0.222728915662651"
4,"3.55813953488372","1.3953488372093","6.90697674418605","0.242424242424242","0.311827956989247","0.448593939393939",7,"2.88","1.24","7.74","0.228723404255319","0.285024154589372","0.351015957446809"
9,"2.93023255813953","1.27906976744186","6.69767441860465","0.261904761904762","0.331578947368421","0.476190476190476",4,"2.57142857142857","1.10204081632653","7.71428571428571","0.204419889502762","0.258883248730964","0.336939226519337"
8,"2.93023255813953","1.18604651162791","7.32558139534884","0.242603550295858","0.315789473684211","0.432023668639053",3,"3.78","1.3","7.74","0.210810810810811","0.275862068965517","0.351232432432432"
2,"3.55813953488372","1.37209302325581","7.74418604651163","0.257142857142857","0.333333333333333","0.45704",3,"5.31818181818182","1.52272727272727","6.54545454545455","0.232558139534884","0.303664921465969","0.400959302325581"
12,"2.04545454545455","1.06818181818182","8.79545454545454","0.269461077844311","0.293103448275862","0.365185628742515",2,"4.89130434782609","1.58695652173913","7.6304347826087","0.247058823529412","0.321052631578947","0.411582352941176"
4,"2.04545454545455","0.909090909090909","8.59090909090909","0.294797687861272","0.322404371584699","0.421867052023121",3,"6.45652173913043","1.60869565217391","8.21739130434783","0.229411764705882","0.295698924731183","0.364411764705882"
6,"2.25","0.954545454545455","8.79545454545454","0.277456647398844","0.313513513513514","0.404479768786127",2,"6.45652173913043","1.5","7.82608695652174","0.236994219653179","0.296296296296296","0.329335260115607"
3,"6.06521739130435","1.39130434782609","6.84782608695652","0.266666666666667","0.323076923076923","0.405483333333333",5,"5.8695652173913","1.3695652173913","7.23913043478261","0.233918128654971","0.277173913043478","0.303982456140351"
4,"4.89130434782609","1.30434782608696","6.65217391304348","0.269230769230769","0.314432989690722","0.412148351648352",14,"5.28260869565217","1.30434782608696","8.02173913043478","0.236363636363636","0.292817679558011","0.333272727272727"
5,"6.84782608695652","1.45652173913043","6.26086956521739","0.28021978021978","0.333333333333333","0.456104395604396",3,"5.6","1.22222222222222","7.6","0.273255813953488","0.315508021390374","0.430267441860465"
2,"4.10869565217391","1.06521739130435","8.60869565217391","0.282485875706215","0.329896907216495","0.423875706214689",3,"4.07142857142857","1.0952380952381","9.42857142857143","0.238095238095238","0.293478260869565","0.333541666666667"
1,"3.99113082039911","1.17516629711752","8.980044345898","0.25","0.308108108108108","0.386928571428571",0,"2.72093023255814","1","9.62790697674419","0.25","0.304347826086957","0.345327380952381"
4,"2.61954261954262","1.1018711018711","9.16839916839917","0.241573033707865","0.313131313131313","0.376314606741573",5,"3.47727272727273","1.25","6.54545454545455","0.233766233766234","0.302325581395349","0.402428571428571"
3,"2.99376299376299","1.28898128898129","8.60706860706861","0.224043715846995","0.288557213930348","0.338819672131148",2,"3.8","1.2","7","0.25625","0.316091954022989","0.431025"
1,"2.80665280665281","1.37214137214137","7.48440748440748","0.180790960451977","0.256410256410256","0.259875706214689",2,"2.93478260869565","1.1304347826087","6.26086956521739","0.273885350318471","0.344827586206897","0.413789808917197"
3,"2.14750542299349","1.30151843817787","7.61388286334056","0.177514792899408","0.243243243243243","0.260248520710059",10,"2.15217391304348","0.956521739130435","6.26086956521739","0.241830065359477","0.313609467455621","0.333111111111111"
4,"3.52173913043478","1.41304347826087","7.82608695652174","0.2","0.261780104712042","0.280022857142857",5,"2.1063829787234","0.978723404255319","7.27659574468085","0.25609756097561","0.342105263157895","0.359731707317073"
1,"4.68325791855204","1.42533936651584","8.55203619909502","0.210526315789474","0.275132275132275","0.327567251461988",8,"2.57142857142857","1.04081632653061","6.97959183673469","0.248520710059172","0.335051546391753","0.372704142011834"
2,"5.41666666666667","1.41203703703704","8.54166666666667","0.202453987730061","0.254237288135593","0.319006134969325",3,"2.75510204081633","1.02040816326531","6.24489795918367","0.281609195402299","0.355329949238579","0.373344827586207"
0,"5.74468085106383","1.48936170212766","9.57446808510638","0.207317073170732","0.262569832402235","0.304859756097561",1,"2.38775510204082","1.02040816326531","5.87755102040816","0.271676300578035","0.350253807106599","0.369751445086705"
1,"4.71428571428571","1.16666666666667","7.28571428571429","0.264705882352941","0.350515463917526","0.347017647058824",5,"5.5188679245283","1.72169811320755","8.49056603773585","0.198757763975155","0.269662921348315","0.291944099378882"
2,"4.60975609756098","1.17073170731707","7.46341463414634","0.240963855421687","0.294444444444444","0.289090361445783",5,"3.31797235023042","1.40552995391705","8.08755760368664","0.188679245283019","0.257142857142857","0.314433962264151"
7,"4.17073170731707","1.17073170731707","7.02439024390244","0.21875","0.267441860465116","0.2560375",4,"2.77251184834123","1.32701421800948","7.25118483412322","0.2","0.261904761904762","0.341954838709677"
9,"3.6","1.2","6","0.25","0.307692307692308","0.374802631578947",5,"2.29166666666667","1.22685185185185","7.91666666666667","0.236363636363636","0.3","0.375763636363636"
3,"4","1.17777777777778","6.6","0.289308176100629","0.340909090909091","0.421150943396226",1,"3.46938775510204","1.29251700680272","7.95918367346939","0.246987951807229","0.316939890710383","0.373481927710843"
2,"3.62559241706161","1.35071090047393","8.1042654028436","0.196078431372549","0.251497005988024","0.313542483660131",5,"4","1.22222222222222","8.2","0.251461988304094","0.311827956989247","0.391777777777778"
2,"3.93203883495146","1.33495145631068","9.61165048543689","0.147651006711409","0.182389937106918","0.201261744966443",0,"4.4","1.26666666666667","8.4","0.23780487804878","0.324324324324324","0.384073170731707"
2,"3.49514563106796","1.2621359223301","8.95631067961165","0.128378378378378","0.161290322580645","0.216094594594595",6,"4.4","1.22222222222222","8.4","0.209876543209877","0.304347826086957","0.302308641975309"
1,"3.6","1.08888888888889","8.4","0.21656050955414","0.312849162011173","0.324592356687898",3,"2.16","1.18","9.72","0.217647058823529","0.298429319371728","0.288311764705882"
1,"2.45454545454545","1.06818181818182","9","0.198717948717949","0.285714285714286","0.301096153846154",2,"2.16","1.2","10.44","0.226190476190476","0.321243523316062","0.279791666666667"
6,"2.2969837587007","1.04408352668213","9.39675174013921","0.192307692307692","0.275862068965517","0.275455128205128",1,"2.20408163265306","1.20408163265306","9.36734693877551","0.228395061728395","0.311475409836066","0.290314814814815"
5,"2.08816705336427","1.06728538283063","8.14385150812065","0.212121212121212","0.268156424581006","0.278666666666667",1,"2.73913043478261","1.21739130434783","8.41304347826087","0.223684210526316","0.297619047619048","0.296256578947368"
1,"1.87935034802784","1.11368909512761","8.35266821345708","0.251461988304094","0.295081967213115","0.339029239766082",2,"2.69461077844311","0.998003992015968","8.44311377245509","0.259067357512953","0.331775700934579","0.36800518134715"
2,"1.92399049881235","1.16389548693587","7.48218527315914","0.214285714285714","0.255555555555556","0.273744047619048",5,"2.52","0.92","8.1","0.264864864864865","0.339805825242718","0.373010810810811"
2,"2.35154394299287","0.973871733966746","7.05463182897862","0.229411764705882","0.265193370165746","0.311576470588235",7,"2.7","1.02","8.28","0.245810055865922","0.300518134715026","0.368687150837989"
1,"3.21428571428571","0.976190476190476","6.64285714285714","0.235294117647059","0.278688524590164","0.323435294117647",5,"5.44186046511628","1.3953488372093","5.44186046511628","0.301075268817204","0.345","0.45141935483871"
0,"3.73170731707317","1.19512195121951","7.24390243902439","0.219512195121951","0.254335260115607","0.304682926829268",5,"4.18604651162791","1.2093023255814","6.06976744186047","0.289772727272727","0.338541666666667","0.374835227272727"
2,"4.725","1.4","6.75","0.162337662337662","0.216867469879518","0.233623376623377",6,"2.25","1","5.72727272727273","0.290697674418605","0.354166666666667","0.377808139534884"
6,"5.30612244897959","1.9047619047619","7.75510204081633","0.201149425287356","0.25531914893617","0.316241379310345",5,"5.625","1.625","6.525","0.188679245283019","0.236686390532544","0.289138364779874"
4,"4.71428571428571","1.71428571428571","6.42857142857143","0.203703703703704","0.257142857142857","0.314981481481481",10,"5.70731707317073","1.73170731707317","6.14634146341463","0.19496855345912","0.242603550295858","0.308069182389937"
6,"5.14285714285714","1.69047619047619","6.85714285714286","0.213414634146341","0.269662921348315","0.366054878048781",8,"5.14285714285714","1.66666666666667","6.85714285714286","0.222222222222222","0.271676300578035","0.339259259259259"
2,"4.4","1.28888888888889","9.6","0.274390243902439","0.337016574585635","0.383987804878049",6,"5.65116279069767","1.62790697674419","8.16279069767442","0.253012048192771","0.318681318681319","0.361343373493976"
2,"5.72727272727273","1.45454545454545","10.0227272727273","0.273255813953488","0.320652173913043","0.377662790697674",1,"4.90909090909091","1.56818181818182","8.18181818181818","0.289940828402367","0.347826086956522","0.42598224852071"
