rk,boxscore,tm,ha,opp,r,ra,inn
119,/boxes/CLE/CLE201408131.shtml,CLE,,ARI,3,2,
120,/boxes/CLE/CLE201408132.shtml,CLE,,ARI,0,1,12
121,/boxes/CLE/CLE201408150.shtml,CLE,,BAL,2,1,11
122,/boxes/CLE/CLE201408160.shtml,CLE,,BAL,6,0,
123,/boxes/CLE/CLE201408170.shtml,CLE,,BAL,1,4,
124,/boxes/MIN/MIN201408190.shtml,CLE,@,MIN,7,5,
125,/boxes/MIN/MIN201408200.shtml,CLE,@,MIN,5,0,
126,/boxes/MIN/MIN201408210.shtml,CLE,@,MIN,1,4,
127,/boxes/CLE/CLE201408220.shtml,CLE,,HOU,1,5,
128,/boxes/CLE/CLE201408230.shtml,CLE,,HOU,3,2,
129,/boxes/CLE/CLE201408240.shtml,CLE,,HOU,3,1,
130,/boxes/CHA/CHA201408260.shtml,CLE,@,CHW,8,6,10
131,/boxes/CHA/CHA201408270.shtml,CLE,@,CHW,2,3,
132,/boxes/CHA/CHA201408280.shtml,CLE,@,CHW,3,2,
133,/boxes/KCA/KCA201408290.shtml,CLE,@,KCR,6,1,
134,/boxes/KCA/KCA201408300.shtml,CLE,@,KCR,3,2,11
135,/boxes/KCA/KCA201408310.shtml,CLE,@,KCR,4,3,10
136,/boxes/CLE/CLE201409010.shtml,CLE,,DET,1,12,
137,/boxes/CLE/CLE201409020.shtml,CLE,,DET,2,4,
138,/boxes/CLE/CLE201409030.shtml,CLE,,DET,7,0,
139,/boxes/CLE/CLE201409040.shtml,CLE,,DET,4,11,11
140,/boxes/CLE/CLE201409050.shtml,CLE,,CHW,2,1,10
141,/boxes/CLE/CLE201409060.shtml,CLE,,CHW,3,1,
142,/boxes/CLE/CLE201409070.shtml,CLE,,CHW,2,0,
143,/boxes/CLE/CLE201409080.shtml,CLE,,LAA,3,12,
144,/boxes/CLE/CLE201409090.shtml,CLE,,MIN,3,4,
145,/boxes/CLE/CLE201409111.shtml,CLE,,MIN,8,2,
146,/boxes/CLE/CLE201409112.shtml,CLE,,MIN,2,0,
147,/boxes/DET/DET201409120.shtml,CLE,@,DET,2,7,
148,/boxes/DET/DET201409130.shtml,CLE,@,DET,4,5,
149,/boxes/DET/DET201409140.shtml,CLE,@,DET,4,6,
150,/boxes/HOU/HOU201409150.shtml,CLE,@,HOU,1,3,
151,/boxes/HOU/HOU201409160.shtml,CLE,@,HOU,4,2,
152,/boxes/HOU/HOU201409170.shtml,CLE,@,HOU,2,0,
153,/boxes/HOU/HOU201409180.shtml,CLE,@,HOU,2,1,13
154,/boxes/MIN/MIN201409190.shtml,CLE,@,MIN,4,5,10
155,/boxes/MIN/MIN201409200.shtml,CLE,@,MIN,7,3,
156,/boxes/MIN/MIN201409210.shtml,CLE,@,MIN,7,2,
157,/boxes/CLE/CLE201409220.shtml,CLE,,KCR,0,2,
158,/boxes/CLE/CLE201409230.shtml,CLE,,KCR,1,7,
159,/boxes/CLE/CLE201409240.shtml,CLE,,KCR,6,4,
160,/boxes/CLE/CLE201409260.shtml,CLE,,TBR,1,0,
161,/boxes/CLE/CLE201409270.shtml,CLE,,TBR,0,2,
162,/boxes/CLE/CLE201409280.shtml,CLE,,TBR,7,2,
1,/boxes/MIA/MIA201403310.shtml,COL,@,MIA,1,10,
2,/boxes/MIA/MIA201404010.shtml,COL,@,MIA,3,4,
3,/boxes/MIA/MIA201404020.shtml,COL,@,MIA,6,5,
4,/boxes/MIA/MIA201404030.shtml,COL,@,MIA,5,8,
5,/boxes/COL/COL201404040.shtml,COL,,ARI,12,2,
6,/boxes/COL/COL201404050.shtml,COL,,ARI,9,4,
7,/boxes/COL/COL201404060.shtml,COL,,ARI,3,5,
8,/boxes/COL/COL201404070.shtml,COL,,CHW,8,1,
9,/boxes/COL/COL201404080.shtml,COL,,CHW,3,15,
10,/boxes/COL/COL201404090.shtml,COL,,CHW,10,4,
11,/boxes/SFN/SFN201404110.shtml,COL,@,SFG,5,6,
12,/boxes/SFN/SFN201404120.shtml,COL,@,SFG,1,0,
13,/boxes/SFN/SFN201404130.shtml,COL,@,SFG,4,5,10
14,/boxes/SDN/SDN201404140.shtml,COL,@,SDP,4,5,
15,/boxes/SDN/SDN201404150.shtml,COL,@,SDP,3,2,
16,/boxes/SDN/SDN201404160.shtml,COL,@,SDP,2,4,
17,/boxes/SDN/SDN201404170.shtml,COL,@,SDP,3,1,
18,/boxes/COL/COL201404180.shtml,COL,,PHI,12,1,
19,/boxes/COL/COL201404190.shtml,COL,,PHI,3,1,
20,/boxes/COL/COL201404200.shtml,COL,,PHI,9,10,
21,/boxes/COL/COL201404210.shtml,COL,,SFG,8,2,
22,/boxes/COL/COL201404220.shtml,COL,,SFG,2,1,
23,/boxes/COL/COL201404230.shtml,COL,,SFG,10,12,11
24,/boxes/LAN/LAN201404250.shtml,COL,@,LAD,5,4,11
25,/boxes/LAN/LAN201404260.shtml,COL,@,LAD,3,6,
26,/boxes/LAN/LAN201404270.shtml,COL,@,LAD,6,1,
27,/boxes/ARI/ARI201404280.shtml,COL,@,ARI,8,5,
28,/boxes/ARI/ARI201404290.shtml,COL,@,ARI,5,4,
29,/boxes/ARI/ARI201404300.shtml,COL,@,ARI,4,5,10
30,/boxes/COL/COL201405010.shtml,COL,,NYM,7,4,
31,/boxes/COL/COL201405020.shtml,COL,,NYM,10,3,
32,/boxes/COL/COL201405030.shtml,COL,,NYM,11,10,
33,/boxes/COL/COL201405040.shtml,COL,,NYM,1,5,
34,/boxes/COL/COL201405050.shtml,COL,,TEX,8,2,
35,/boxes/COL/COL201405060.shtml,COL,,TEX,12,1,
36,/boxes/TEX/TEX201405070.shtml,COL,@,TEX,9,2,
37,/boxes/TEX/TEX201405080.shtml,COL,@,TEX,0,5,
38,/boxes/CIN/CIN201405090.shtml,COL,@,CIN,3,4,
39,/boxes/CIN/CIN201405100.shtml,COL,@,CIN,11,2,
40,/boxes/CIN/CIN201405110.shtml,COL,@,CIN,1,4,
41,/boxes/KCA/KCA201405130.shtml,COL,@,KCR,1,5,
42,/boxes/KCA/KCA201405140.shtml,COL,@,KCR,2,3,
43,/boxes/COL/COL201405160.shtml,COL,,SDP,3,1,
44,/boxes/COL/COL201405170.shtml,COL,,SDP,5,8,
45,/boxes/COL/COL201405180.shtml,COL,,SDP,8,6,10
46,/boxes/COL/COL201405200.shtml,COL,,SFG,5,4,
47,/boxes/COL/COL201405210.shtml,COL,,SFG,1,5,
48,/boxes/COL/COL201405220.shtml,COL,,SFG,2,4,
49,/boxes/ATL/ATL201405230.shtml,COL,@,ATL,2,3,
50,/boxes/ATL/ATL201405240.shtml,COL,@,ATL,3,1,
51,/boxes/ATL/ATL201405250.shtml,COL,@,ATL,0,7,
52,/boxes/PHI/PHI201405260.shtml,COL,@,PHI,0,9,
53,/boxes/PHI/PHI201405270.shtml,COL,@,PHI,6,2,
54,/boxes/PHI/PHI201405280.shtml,COL,@,PHI,3,6,
55,/boxes/CLE/CLE201405300.shtml,COL,@,CLE,2,5,
56,/boxes/CLE/CLE201405310.shtml,COL,@,CLE,6,7,
57,/boxes/CLE/CLE201406010.shtml,COL,@,CLE,4,6,
58,/boxes/COL/COL201406030.shtml,COL,,ARI,2,4,
59,/boxes/COL/COL201406040.shtml,COL,,ARI,8,16,
60,/boxes/COL/COL201406050.shtml,COL,,ARI,7,12,
61,/boxes/COL/COL201406060.shtml,COL,,LAD,2,7,
62,/boxes/COL/COL201406070.shtml,COL,,LAD,5,4,10
63,/boxes/COL/COL201406080.shtml,COL,,LAD,1,6,6
64,/boxes/COL/COL201406090.shtml,COL,,ATL,1,3,
65,/boxes/COL/COL201406100.shtml,COL,,ATL,10,13,
66,/boxes/COL/COL201406110.shtml,COL,,ATL,8,2,
67,/boxes/COL/COL201406120.shtml,COL,,ATL,10,3,
68,/boxes/SFN/SFN201406130.shtml,COL,@,SFG,7,4,
69,/boxes/SFN/SFN201406140.shtml,COL,@,SFG,5,4,
70,/boxes/SFN/SFN201406150.shtml,COL,@,SFG,8,7,
71,/boxes/LAN/LAN201406160.shtml,COL,@,LAD,1,6,
72,/boxes/LAN/LAN201406170.shtml,COL,@,LAD,2,4,
73,/boxes/LAN/LAN201406180.shtml,COL,@,LAD,0,8,
74,/boxes/COL/COL201406200.shtml,COL,,MIL,10,13,
75,/boxes/COL/COL201406210.shtml,COL,,MIL,4,9,
76,/boxes/COL/COL201406220.shtml,COL,,MIL,5,6,
77,/boxes/COL/COL201406230.shtml,COL,,STL,0,8,
78,/boxes/COL/COL201406240.shtml,COL,,STL,10,5,
79,/boxes/COL/COL201406250.shtml,COL,,STL,6,9,
80,/boxes/MIL/MIL201406260.shtml,COL,@,MIL,4,7,
81,/boxes/MIL/MIL201406270.shtml,COL,@,MIL,2,3,
82,/boxes/MIL/MIL201406280.shtml,COL,@,MIL,4,7,
83,/boxes/MIL/MIL201406290.shtml,COL,@,MIL,10,4,
84,/boxes/WAS/WAS201406300.shtml,COL,@,WSN,3,7,
85,/boxes/WAS/WAS201407010.shtml,COL,@,WSN,1,7,
86,/boxes/WAS/WAS201407020.shtml,COL,@,WSN,3,4,
87,/boxes/COL/COL201407030.shtml,COL,,LAD,2,3,
88,/boxes/COL/COL201407040.shtml,COL,,LAD,0,9,
89,/boxes/COL/COL201407050.shtml,COL,,LAD,8,7,
90,/boxes/COL/COL201407060.shtml,COL,,LAD,2,8,
91,/boxes/COL/COL201407070.shtml,COL,,SDP,1,6,
92,/boxes/COL/COL201407080.shtml,COL,,SDP,2,1,
93,/boxes/COL/COL201407090.shtml,COL,,SDP,6,3,
94,/boxes/COL/COL201407110.shtml,COL,,MIN,6,2,
95,/boxes/COL/COL201407120.shtml,COL,,MIN,3,9,
96,/boxes/COL/COL201407130.shtml,COL,,MIN,5,13,
97,/boxes/PIT/PIT201407180.shtml,COL,@,PIT,2,4,
98,/boxes/PIT/PIT201407190.shtml,COL,@,PIT,2,3,11
99,/boxes/PIT/PIT201407200.shtml,COL,@,PIT,3,5,
100,/boxes/COL/COL201407210.shtml,COL,,WSN,2,7,
101,/boxes/COL/COL201407220.shtml,COL,,WSN,4,7,
102,/boxes/COL/COL201407230.shtml,COL,,WSN,6,4,
103,/boxes/COL/COL201407250.shtml,COL,,PIT,8,1,
104,/boxes/COL/COL201407260.shtml,COL,,PIT,8,1,
105,/boxes/COL/COL201407270.shtml,COL,,PIT,5,7,
106,/boxes/CHN/CHN201407280.shtml,COL,@,CHC,1,4,
107,/boxes/CHN/CHN201407290.shtml,COL,@,CHC,3,4,16
108,/boxes/CHN/CHN201407300.shtml,COL,@,CHC,6,4,10
109,/boxes/CHN/CHN201407310.shtml,COL,@,CHC,1,3,
110,/boxes/DET/DET201408010.shtml,COL,@,DET,2,4,
111,/boxes/DET/DET201408020.shtml,COL,@,DET,5,11,
112,/boxes/DET/DET201408030.shtml,COL,@,DET,0,4,
113,/boxes/COL/COL201408050.shtml,COL,,CHC,5,6,12
114,/boxes/COL/COL201408060.shtml,COL,,CHC,13,4,
115,/boxes/COL/COL201408070.shtml,COL,,CHC,2,6,
116,/boxes/ARI/ARI201408080.shtml,COL,@,ARI,3,5,
117,/boxes/ARI/ARI201408090.shtml,COL,@,ARI,4,14,
118,/boxes/ARI/ARI201408100.shtml,COL,@,ARI,5,3,10
119,/boxes/SDN/SDN201408110.shtml,COL,@,SDP,3,4,
120,/boxes/SDN/SDN201408120.shtml,COL,@,SDP,1,4,
121,/boxes/SDN/SDN201408130.shtml,COL,@,SDP,3,5,
122,/boxes/COL/COL201408140.shtml,COL,,CIN,7,3,
123,/boxes/COL/COL201408150.shtml,COL,,CIN,2,3,
124,/boxes/COL/COL201408171.shtml,COL,,CIN,10,9,
125,/boxes/COL/COL201408172.shtml,COL,,CIN,10,5,
126,/boxes/COL/COL201408190.shtml,COL,,KCR,4,7,
127,/boxes/COL/COL201408200.shtml,COL,,KCR,5,2,
128,/boxes/COL/COL201408220.shtml,COL,,MIA,5,13,
129,/boxes/COL/COL201408230.shtml,COL,,MIA,5,4,13
130,/boxes/COL/COL201408240.shtml,COL,,MIA,7,4,
131,/boxes/SFN/SFN201408250.shtml,COL,@,SFG,3,2,
132,/boxes/SFN/SFN201408260.shtml,COL,@,SFG,0,3,
133,/boxes/SFN/SFN201408270.shtml,COL,@,SFG,2,4,
134,/boxes/SFN/SFN201408280.shtml,COL,@,SFG,1,4,
135,/boxes/ARI/ARI201408290.shtml,COL,@,ARI,2,5,
136,/boxes/ARI/ARI201408300.shtml,COL,@,ARI,2,0,
137,/boxes/ARI/ARI201408310.shtml,COL,@,ARI,2,6,
138,/boxes/COL/COL201409010.shtml,COL,,SFG,10,9,
139,/boxes/COL/COL201409020.shtml,COL,,SFG,7,12,
140,/boxes/COL/COL201409030.shtml,COL,,SFG,9,2,
141,/boxes/COL/COL201409050.shtml,COL,,SDP,3,0,
142,/boxes/COL/COL201409060.shtml,COL,,SDP,7,6,12
143,/boxes/COL/COL201409070.shtml,COL,,SDP,6,0,
144,/boxes/NYN/NYN201409080.shtml,COL,@,NYM,2,3,
145,/boxes/NYN/NYN201409090.shtml,COL,@,NYM,0,2,
146,/boxes/NYN/NYN201409100.shtml,COL,@,NYM,0,2,
147,/boxes/SLN/SLN201409120.shtml,COL,@,STL,1,5,
148,/boxes/SLN/SLN201409130.shtml,COL,@,STL,4,5,
149,/boxes/SLN/SLN201409140.shtml,COL,@,STL,1,4,
150,/boxes/COL/COL201409150.shtml,COL,,LAD,3,11,
151,/boxes/COL/COL201409160.shtml,COL,,LAD,10,4,
152,/boxes/COL/COL201409170.shtml,COL,,LAD,16,2,
153,/boxes/COL/COL201409180.shtml,COL,,ARI,7,6,
154,/boxes/COL/COL201409190.shtml,COL,,ARI,15,3,
155,/boxes/COL/COL201409200.shtml,COL,,ARI,5,1,
156,/boxes/COL/COL201409210.shtml,COL,,ARI,8,3,
157,/boxes/SDN/SDN201409220.shtml,COL,@,SDP,0,1,
158,/boxes/SDN/SDN201409230.shtml,COL,@,SDP,3,2,
159,/boxes/SDN/SDN201409240.shtml,COL,@,SDP,3,4,
160,/boxes/LAN/LAN201409260.shtml,COL,@,LAD,4,7,
161,/boxes/LAN/LAN201409270.shtml,COL,@,LAD,5,6,12
162,/boxes/LAN/LAN201409280.shtml,COL,@,LAD,5,10,
1,/boxes/DET/DET201403310.shtml,DET,,KCR,4,3,
2,/boxes/DET/DET201404020.shtml,DET,,KCR,2,1,10
3,/boxes/DET/DET201404040.shtml,DET,,BAL,10,4,
4,/boxes/DET/DET201404050.shtml,DET,,BAL,7,6,
5,/boxes/DET/DET201404060.shtml,DET,,BAL,1,3,
6,/boxes/LAN/LAN201404080.shtml,DET,@,LAD,2,3,10
7,/boxes/LAN/LAN201404090.shtml,DET,@,LAD,7,6,10
8,/boxes/SDN/SDN201404110.shtml,DET,@,SDP,0,6,
9,/boxes/SDN/SDN201404120.shtml,DET,@,SDP,6,2,
10,/boxes/SDN/SDN201404130.shtml,DET,@,SDP,1,5,
11,/boxes/DET/DET201404160.shtml,DET,,CLE,2,3,
12,/boxes/DET/DET201404170.shtml,DET,,CLE,7,5,
13,/boxes/DET/DET201404180.shtml,DET,,LAA,6,11,
14,/boxes/DET/DET201404190.shtml,DET,,LAA,5,2,
15,/boxes/DET/DET201404200.shtml,DET,,LAA,2,1,
16,/boxes/DET/DET201404210.shtml,DET,,CHW,1,3,
17,/boxes/DET/DET201404220.shtml,DET,,CHW,8,6,
18,/boxes/DET/DET201404230.shtml,DET,,CHW,4,6,
19,/boxes/DET/DET201404240.shtml,DET,,CHW,7,4,
20,/boxes/MIN/MIN201404250.shtml,DET,@,MIN,10,6,
21,/boxes/MIN/MIN201404260.shtml,DET,@,MIN,3,5,
22,/boxes/CHA/CHA201404290.shtml,DET,@,CHW,4,3,
23,/boxes/CHA/CHA201404300.shtml,DET,@,CHW,5,1,
24,/boxes/KCA/KCA201405020.shtml,DET,@,KCR,8,2,
25,/boxes/KCA/KCA201405030.shtml,DET,@,KCR,9,2,
26,/boxes/KCA/KCA201405040.shtml,DET,@,KCR,9,4,
27,/boxes/DET/DET201405050.shtml,DET,,HOU,2,0,
28,/boxes/DET/DET201405060.shtml,DET,,HOU,11,4,
29,/boxes/DET/DET201405070.shtml,DET,,HOU,3,2,
30,/boxes/DET/DET201405080.shtml,DET,,HOU,2,6,
31,/boxes/DET/DET201405090.shtml,DET,,MIN,1,2,
32,/boxes/DET/DET201405100.shtml,DET,,MIN,9,3,
33,/boxes/DET/DET201405110.shtml,DET,,MIN,3,4,
34,/boxes/BAL/BAL201405120.shtml,DET,@,BAL,4,1,
35,/boxes/BAL/BAL201405130.shtml,DET,@,BAL,4,1,
36,/boxes/BAL/BAL201405140.shtml,DET,@,BAL,7,5,
37,/boxes/BOS/BOS201405160.shtml,DET,@,BOS,1,0,
38,/boxes/BOS/BOS201405170.shtml,DET,@,BOS,6,1,
39,/boxes/BOS/BOS201405180.shtml,DET,@,BOS,6,2,
40,/boxes/CLE/CLE201405190.shtml,DET,@,CLE,4,5,10
41,/boxes/CLE/CLE201405200.shtml,DET,@,CLE,2,6,
42,/boxes/CLE/CLE201405210.shtml,DET,@,CLE,10,11,13
43,/boxes/DET/DET201405220.shtml,DET,,TEX,2,9,
44,/boxes/DET/DET201405230.shtml,DET,,TEX,7,2,
45,/boxes/DET/DET201405240.shtml,DET,,TEX,2,12,
46,/boxes/DET/DET201405250.shtml,DET,,TEX,4,12,
47,/boxes/OAK/OAK201405260.shtml,DET,@,OAK,0,10,
48,/boxes/OAK/OAK201405270.shtml,DET,@,OAK,6,5,
49,/boxes/OAK/OAK201405280.shtml,DET,@,OAK,1,3,
50,/boxes/OAK/OAK201405290.shtml,DET,@,OAK,5,4,
51,/boxes/SEA/SEA201405300.shtml,DET,@,SEA,6,3,
52,/boxes/SEA/SEA201405310.shtml,DET,@,SEA,2,3,
53,/boxes/SEA/SEA201406010.shtml,DET,@,SEA,0,4,
54,/boxes/DET/DET201406030.shtml,DET,,TOR,3,5,
55,/boxes/DET/DET201406040.shtml,DET,,TOR,2,8,
56,/boxes/DET/DET201406050.shtml,DET,,TOR,3,7,
57,/boxes/DET/DET201406060.shtml,DET,,BOS,6,2,
58,/boxes/DET/DET201406070.shtml,DET,,BOS,8,6,
59,/boxes/DET/DET201406080.shtml,DET,,BOS,3,5,
60,/boxes/CHA/CHA201406090.shtml,DET,@,CHW,5,6,
61,/boxes/CHA/CHA201406110.shtml,DET,@,CHW,2,8,
62,/boxes/CHA/CHA201406120.shtml,DET,@,CHW,4,0,
63,/boxes/DET/DET201406130.shtml,DET,,MIN,0,2,
64,/boxes/DET/DET201406140.shtml,DET,,MIN,12,9,
65,/boxes/DET/DET201406150.shtml,DET,,MIN,4,3,
66,/boxes/DET/DET201406160.shtml,DET,,KCR,8,11,
67,/boxes/DET/DET201406170.shtml,DET,,KCR,4,11,
68,/boxes/DET/DET201406180.shtml,DET,,KCR,1,2,
69,/boxes/DET/DET201406190.shtml,DET,,KCR,2,1,
70,/boxes/CLE/CLE201406200.shtml,DET,@,CLE,6,4,
71,/boxes/CLE/CLE201406210.shtml,DET,@,CLE,5,4,10
72,/boxes/CLE/CLE201406220.shtml,DET,@,CLE,10,4,
73,/boxes/TEX/TEX201406240.shtml,DET,@,TEX,8,2,
74,/boxes/TEX/TEX201406250.shtml,DET,@,TEX,8,6,
75,/boxes/TEX/TEX201406260.shtml,DET,@,TEX,6,0,
76,/boxes/HOU/HOU201406270.shtml,DET,@,HOU,3,4,11
77,/boxes/HOU/HOU201406280.shtml,DET,@,HOU,4,3,
78,/boxes/HOU/HOU201406290.shtml,DET,@,HOU,4,6,
79,/boxes/DET/DET201406300.shtml,DET,,OAK,5,4,
80,/boxes/DET/DET201407010.shtml,DET,,OAK,3,0,
81,/boxes/DET/DET201407020.shtml,DET,,OAK,9,3,
82,/boxes/DET/DET201407030.shtml,DET,,TBR,8,1,
83,/boxes/DET/DET201407040.shtml,DET,,TBR,3,6,
84,/boxes/DET/DET201407050.shtml,DET,,TBR,2,7,
85,/boxes/DET/DET201407060.shtml,DET,,TBR,3,7,
86,/boxes/DET/DET201407080.shtml,DET,,LAD,14,5,
87,/boxes/DET/DET201407090.shtml,DET,,LAD,4,1,
88,/boxes/KCA/KCA201407100.shtml,DET,@,KCR,16,4,
89,/boxes/KCA/KCA201407110.shtml,DET,@,KCR,2,1,
90,/boxes/KCA/KCA201407120.shtml,DET,@,KCR,5,1,
91,/boxes/KCA/KCA201407130.shtml,DET,@,KCR,2,5,
92,/boxes/DET/DET201407180.shtml,DET,,CLE,3,9,
93,/boxes/DET/DET201407191.shtml,DET,,CLE,2,6,
94,/boxes/DET/DET201407192.shtml,DET,,CLE,2,5,
95,/boxes/DET/DET201407200.shtml,DET,,CLE,5,1,
96,/boxes/ARI/ARI201407210.shtml,DET,@,ARI,4,3,
97,/boxes/ARI/ARI201407220.shtml,DET,@,ARI,4,5,
98,/boxes/ARI/ARI201407230.shtml,DET,@,ARI,11,5,
99,/boxes/ANA/ANA201407240.shtml,DET,@,LAA,6,4,
100,/boxes/ANA/ANA201407250.shtml,DET,@,LAA,1,2,
101,/boxes/ANA/ANA201407260.shtml,DET,@,LAA,0,4,
102,/boxes/ANA/ANA201407270.shtml,DET,@,LAA,1,2,
103,/boxes/DET/DET201407290.shtml,DET,,CHW,4,11,
104,/boxes/DET/DET201407300.shtml,DET,,CHW,7,2,
105,/boxes/DET/DET201407310.shtml,DET,,CHW,4,7,
106,/boxes/DET/DET201408010.shtml,DET,,COL,4,2,
107,/boxes/DET/DET201408020.shtml,DET,,COL,11,5,
108,/boxes/DET/DET201408030.shtml,DET,,COL,4,0,
109,/boxes/NYA/NYA201408040.shtml,DET,@,NYY,1,2,
110,/boxes/NYA/NYA201408050.shtml,DET,@,NYY,4,3,12
111,/boxes/NYA/NYA201408060.shtml,DET,@,NYY,1,5,
112,/boxes/NYA/NYA201408070.shtml,DET,@,NYY,0,1,
113,/boxes/TOR/TOR201408080.shtml,DET,@,TOR,5,4,
114,/boxes/TOR/TOR201408090.shtml,DET,@,TOR,2,3,10
115,/boxes/TOR/TOR201408100.shtml,DET,@,TOR,5,6,19
116,/boxes/PIT/PIT201408110.shtml,DET,@,PIT,6,11,
117,/boxes/PIT/PIT201408120.shtml,DET,@,PIT,2,4,
118,/boxes/DET/DET201408130.shtml,DET,,PIT,8,4,
119,/boxes/DET/DET201408140.shtml,DET,,PIT,5,2,
120,/boxes/DET/DET201408150.shtml,DET,,SEA,2,7,
121,/boxes/DET/DET201408160.shtml,DET,,SEA,4,2,
122,/boxes/DET/DET201408170.shtml,DET,,SEA,1,8,
123,/boxes/TBA/TBA201408190.shtml,DET,@,TBR,8,6,11
124,/boxes/TBA/TBA201408200.shtml,DET,@,TBR,6,0,
125,/boxes/TBA/TBA201408210.shtml,DET,@,TBR,0,1,
126,/boxes/MIN/MIN201408220.shtml,DET,@,MIN,6,20,
127,/boxes/MIN/MIN201408231.shtml,DET,@,MIN,4,12,
128,/boxes/MIN/MIN201408232.shtml,DET,@,MIN,8,6,
129,/boxes/MIN/MIN201408240.shtml,DET,@,MIN,13,4,
130,/boxes/DET/DET201408260.shtml,DET,,NYY,5,2,
131,/boxes/DET/DET201408270.shtml,DET,,NYY,4,8,
132,/boxes/DET/DET201408280.shtml,DET,,NYY,3,2,
133,/boxes/CHA/CHA201408290.shtml,DET,@,CHW,7,1,
134,/boxes/CHA/CHA201408301.shtml,DET,@,CHW,3,6,
135,/boxes/CHA/CHA201408302.shtml,DET,@,CHW,8,4,
136,/boxes/CHA/CHA201408310.shtml,DET,@,CHW,2,6,
137,/boxes/CLE/CLE201409010.shtml,DET,@,CLE,12,1,
138,/boxes/CLE/CLE201409020.shtml,DET,@,CLE,4,2,
139,/boxes/CLE/CLE201409030.shtml,DET,@,CLE,0,7,
140,/boxes/CLE/CLE201409040.shtml,DET,@,CLE,11,4,11
141,/boxes/DET/DET201409050.shtml,DET,,SFG,2,8,
142,/boxes/DET/DET201409060.shtml,DET,,SFG,4,5,
143,/boxes/DET/DET201409070.shtml,DET,,SFG,6,1,
144,/boxes/DET/DET201409080.shtml,DET,,KCR,9,5,
145,/boxes/DET/DET201409090.shtml,DET,,KCR,4,2,
146,/boxes/DET/DET201409100.shtml,DET,,KCR,0,3,
147,/boxes/DET/DET201409120.shtml,DET,,CLE,7,2,
148,/boxes/DET/DET201409130.shtml,DET,,CLE,5,4,
149,/boxes/DET/DET201409140.shtml,DET,,CLE,6,4,
150,/boxes/MIN/MIN201409150.shtml,DET,@,MIN,8,6,
151,/boxes/MIN/MIN201409160.shtml,DET,@,MIN,3,4,
152,/boxes/MIN/MIN201409170.shtml,DET,@,MIN,4,8,
153,/boxes/KCA/KCA201409190.shtml,DET,@,KCR,10,1,
154,/boxes/KCA/KCA201409200.shtml,DET,@,KCR,3,2,
155,/boxes/KCA/KCA201409210.shtml,DET,@,KCR,2,5,
156,/boxes/DET/DET201409220.shtml,DET,,CHW,0,2,
157,/boxes/DET/DET201409230.shtml,DET,,CHW,4,3,
158,/boxes/DET/DET201409240.shtml,DET,,CHW,6,1,
159,/boxes/DET/DET201409250.shtml,DET,,MIN,4,2,
160,/boxes/DET/DET201409260.shtml,DET,,MIN,4,11,
161,/boxes/DET/DET201409270.shtml,DET,,MIN,3,12,
162,/boxes/DET/DET201409280.shtml,DET,,MIN,3,0,
163,/boxes/BAL/BAL201410020.shtml,DET,@,BAL,3,12,
164,/boxes/BAL/BAL201410030.shtml,DET,@,BAL,6,7,
165,/boxes/DET/DET201410050.shtml,DET,,BAL,1,2,
1,/boxes/HOU/HOU201404010.shtml,HOU,,NYY,6,2,
2,/boxes/HOU/HOU201404020.shtml,HOU,,NYY,3,1,
3,/boxes/HOU/HOU201404030.shtml,HOU,,NYY,2,4,
4,/boxes/HOU/HOU201404040.shtml,HOU,,LAA,1,11,
5,/boxes/HOU/HOU201404050.shtml,HOU,,LAA,1,5,
6,/boxes/HOU/HOU201404060.shtml,HOU,,LAA,7,4,
7,/boxes/HOU/HOU201404070.shtml,HOU,,LAA,1,9,
8,/boxes/TOR/TOR201404080.shtml,HOU,@,TOR,2,5,
9,/boxes/TOR/TOR201404090.shtml,HOU,@,TOR,3,7,
10,/boxes/TOR/TOR201404100.shtml,HOU,@,TOR,6,4,
11,/boxes/TEX/TEX201404110.shtml,HOU,@,TEX,0,1,12
12,/boxes/TEX/TEX201404120.shtml,HOU,@,TEX,6,5,10
13,/boxes/TEX/TEX201404130.shtml,HOU,@,TEX,0,1,
14,/boxes/HOU/HOU201404150.shtml,HOU,,KCR,2,4,
15,/boxes/HOU/HOU201404160.shtml,HOU,,KCR,4,6,11
16,/boxes/HOU/HOU201404170.shtml,HOU,,KCR,1,5,
17,/boxes/OAK/OAK201404180.shtml,HOU,@,OAK,3,11,
18,/boxes/OAK/OAK201404190.shtml,HOU,@,OAK,3,4,
19,/boxes/OAK/OAK201404200.shtml,HOU,@,OAK,1,4,
20,/boxes/SEA/SEA201404210.shtml,HOU,@,SEA,7,2,
21,/boxes/SEA/SEA201404220.shtml,HOU,@,SEA,5,2,
22,/boxes/SEA/SEA201404230.shtml,HOU,@,SEA,3,5,
23,/boxes/HOU/HOU201404240.shtml,HOU,,OAK,1,10,
24,/boxes/HOU/HOU201404250.shtml,HOU,,OAK,5,12,
25,/boxes/HOU/HOU201404260.shtml,HOU,,OAK,7,6,
26,/boxes/HOU/HOU201404270.shtml,HOU,,OAK,5,1,
27,/boxes/HOU/HOU201404290.shtml,HOU,,WSN,3,4,
28,/boxes/HOU/HOU201404300.shtml,HOU,,WSN,0,7,
29,/boxes/HOU/HOU201405020.shtml,HOU,,SEA,5,4,11
