rk,boxscore,tm,ha,opp,r,ra,inn
113,/boxes/ARI/ARI201408050.shtml,ARI,,KCR,2,12,
114,/boxes/ARI/ARI201408060.shtml,ARI,,KCR,3,4,
115,/boxes/ARI/ARI201408070.shtml,ARI,,KCR,2,6,
116,/boxes/ARI/ARI201408080.shtml,ARI,,COL,5,3,
117,/boxes/ARI/ARI201408090.shtml,ARI,,COL,14,4,
118,/boxes/ARI/ARI201408100.shtml,ARI,,COL,3,5,10
119,/boxes/CLE/CLE201408131.shtml,ARI,@,CLE,2,3,
120,/boxes/CLE/CLE201408132.shtml,ARI,@,CLE,1,0,12
121,/boxes/MIA/MIA201408140.shtml,ARI,@,MIA,4,5,10
122,/boxes/MIA/MIA201408150.shtml,ARI,@,MIA,3,2,
123,/boxes/MIA/MIA201408160.shtml,ARI,@,MIA,1,2,
124,/boxes/MIA/MIA201408170.shtml,ARI,@,MIA,3,10,
125,/boxes/WAS/WAS201408180.shtml,ARI,@,WSN,4,5,11
126,/boxes/WAS/WAS201408190.shtml,ARI,@,WSN,1,8,
127,/boxes/WAS/WAS201408200.shtml,ARI,@,WSN,2,3,
128,/boxes/WAS/WAS201408210.shtml,ARI,@,WSN,0,1,
129,/boxes/ARI/ARI201408220.shtml,ARI,,SDP,5,1,
130,/boxes/ARI/ARI201408230.shtml,ARI,,SDP,5,2,
131,/boxes/ARI/ARI201408240.shtml,ARI,,SDP,4,7,
132,/boxes/ARI/ARI201408260.shtml,ARI,,LAD,5,9,
133,/boxes/ARI/ARI201408270.shtml,ARI,,LAD,1,3,
134,/boxes/ARI/ARI201408290.shtml,ARI,,COL,5,2,
135,/boxes/ARI/ARI201408300.shtml,ARI,,COL,0,2,
136,/boxes/ARI/ARI201408310.shtml,ARI,,COL,6,2,
137,/boxes/SDN/SDN201409010.shtml,ARI,@,SDP,1,3,
138,/boxes/SDN/SDN201409020.shtml,ARI,@,SDP,1,2,
139,/boxes/SDN/SDN201409030.shtml,ARI,@,SDP,6,1,
140,/boxes/SDN/SDN201409040.shtml,ARI,@,SDP,5,1,
141,/boxes/LAN/LAN201409050.shtml,ARI,@,LAD,1,2,
142,/boxes/LAN/LAN201409060.shtml,ARI,@,LAD,2,5,
143,/boxes/LAN/LAN201409070.shtml,ARI,@,LAD,2,7,
144,/boxes/SFN/SFN201409090.shtml,ARI,@,SFG,1,5,
145,/boxes/SFN/SFN201409100.shtml,ARI,@,SFG,0,5,
146,/boxes/SFN/SFN201409110.shtml,ARI,@,SFG,2,6,
147,/boxes/ARI/ARI201409120.shtml,ARI,,SDP,5,6,
148,/boxes/ARI/ARI201409130.shtml,ARI,,SDP,10,4,
149,/boxes/ARI/ARI201409140.shtml,ARI,,SDP,8,6,
150,/boxes/ARI/ARI201409150.shtml,ARI,,SFG,6,2,
151,/boxes/ARI/ARI201409160.shtml,ARI,,SFG,1,2,
152,/boxes/ARI/ARI201409170.shtml,ARI,,SFG,2,4,
153,/boxes/COL/COL201409180.shtml,ARI,@,COL,6,7,
154,/boxes/COL/COL201409190.shtml,ARI,@,COL,3,15,
155,/boxes/COL/COL201409200.shtml,ARI,@,COL,1,5,
156,/boxes/COL/COL201409210.shtml,ARI,@,COL,3,8,
157,/boxes/MIN/MIN201409220.shtml,ARI,@,MIN,6,2,
158,/boxes/MIN/MIN201409230.shtml,ARI,@,MIN,3,6,
159,/boxes/MIN/MIN201409240.shtml,ARI,@,MIN,1,2,
160,/boxes/ARI/ARI201409260.shtml,ARI,,STL,6,7,10
161,/boxes/ARI/ARI201409270.shtml,ARI,,STL,5,2,
162,/boxes/ARI/ARI201409280.shtml,ARI,,STL,0,1,
1,/boxes/MIL/MIL201403310.shtml,ATL,@,MIL,0,2,
2,/boxes/MIL/MIL201404010.shtml,ATL,@,MIL,5,2,
3,/boxes/MIL/MIL201404020.shtml,ATL,@,MIL,1,0,
4,/boxes/WAS/WAS201404040.shtml,ATL,@,WSN,2,1,
5,/boxes/WAS/WAS201404050.shtml,ATL,@,WSN,6,2,
6,/boxes/WAS/WAS201404060.shtml,ATL,@,WSN,1,2,
7,/boxes/ATL/ATL201404080.shtml,ATL,,NYM,0,4,
8,/boxes/ATL/ATL201404090.shtml,ATL,,NYM,4,3,
9,/boxes/ATL/ATL201404100.shtml,ATL,,NYM,4,6,
10,/boxes/ATL/ATL201404110.shtml,ATL,,WSN,7,6,10
11,/boxes/ATL/ATL201404120.shtml,ATL,,WSN,6,3,
12,/boxes/ATL/ATL201404130.shtml,ATL,,WSN,10,2,
13,/boxes/PHI/PHI201404140.shtml,ATL,@,PHI,9,6,
14,/boxes/PHI/PHI201404160.shtml,ATL,@,PHI,1,0,
15,/boxes/PHI/PHI201404170.shtml,ATL,@,PHI,0,1,
16,/boxes/NYN/NYN201404180.shtml,ATL,@,NYM,6,0,
17,/boxes/NYN/NYN201404190.shtml,ATL,@,NYM,7,5,
18,/boxes/NYN/NYN201404200.shtml,ATL,@,NYM,3,4,14
19,/boxes/ATL/ATL201404210.shtml,ATL,,MIA,4,2,10
20,/boxes/ATL/ATL201404220.shtml,ATL,,MIA,0,1,
21,/boxes/ATL/ATL201404230.shtml,ATL,,MIA,3,1,
22,/boxes/ATL/ATL201404250.shtml,ATL,,CIN,5,4,
23,/boxes/ATL/ATL201404260.shtml,ATL,,CIN,4,1,
24,/boxes/ATL/ATL201404270.shtml,ATL,,CIN,1,0,10
25,/boxes/MIA/MIA201404290.shtml,ATL,@,MIA,0,9,
26,/boxes/MIA/MIA201404300.shtml,ATL,@,MIA,3,9,
27,/boxes/MIA/MIA201405010.shtml,ATL,@,MIA,4,5,
28,/boxes/ATL/ATL201405020.shtml,ATL,,SFG,1,2,
29,/boxes/ATL/ATL201405030.shtml,ATL,,SFG,1,3,
30,/boxes/ATL/ATL201405040.shtml,ATL,,SFG,1,4,
31,/boxes/ATL/ATL201405050.shtml,ATL,,STL,3,4,
32,/boxes/ATL/ATL201405060.shtml,ATL,,STL,2,1,
33,/boxes/ATL/ATL201405070.shtml,ATL,,STL,1,7,
34,/boxes/ATL/ATL201405090.shtml,ATL,,CHC,3,2,10
35,/boxes/ATL/ATL201405100.shtml,ATL,,CHC,2,0,
36,/boxes/ATL/ATL201405110.shtml,ATL,,CHC,5,2,
37,/boxes/SFN/SFN201405120.shtml,ATL,@,SFG,2,4,
38,/boxes/SFN/SFN201405130.shtml,ATL,@,SFG,5,0,
39,/boxes/SFN/SFN201405140.shtml,ATL,@,SFG,4,10,
40,/boxes/SLN/SLN201405160.shtml,ATL,@,STL,2,5,
41,/boxes/SLN/SLN201405170.shtml,ATL,@,STL,1,4,
42,/boxes/SLN/SLN201405180.shtml,ATL,@,STL,6,5,
43,/boxes/ATL/ATL201405190.shtml,ATL,,MIL,9,3,
44,/boxes/ATL/ATL201405200.shtml,ATL,,MIL,5,0,
45,/boxes/ATL/ATL201405210.shtml,ATL,,MIL,1,6,
46,/boxes/ATL/ATL201405220.shtml,ATL,,MIL,5,4,
47,/boxes/ATL/ATL201405230.shtml,ATL,,COL,3,2,
48,/boxes/ATL/ATL201405240.shtml,ATL,,COL,1,3,
49,/boxes/ATL/ATL201405250.shtml,ATL,,COL,7,0,
50,/boxes/ATL/ATL201405260.shtml,ATL,,BOS,6,8,
51,/boxes/ATL/ATL201405270.shtml,ATL,,BOS,3,6,
52,/boxes/BOS/BOS201405280.shtml,ATL,@,BOS,0,4,
53,/boxes/BOS/BOS201405290.shtml,ATL,@,BOS,3,4,
54,/boxes/MIA/MIA201405300.shtml,ATL,@,MIA,3,2,
55,/boxes/MIA/MIA201405310.shtml,ATL,@,MIA,9,5,
56,/boxes/MIA/MIA201406010.shtml,ATL,@,MIA,4,2,
57,/boxes/ATL/ATL201406030.shtml,ATL,,SEA,5,7,
58,/boxes/ATL/ATL201406040.shtml,ATL,,SEA,0,2,
59,/boxes/ARI/ARI201406060.shtml,ATL,@,ARI,5,2,
60,/boxes/ARI/ARI201406070.shtml,ATL,@,ARI,3,4,11
61,/boxes/ARI/ARI201406080.shtml,ATL,@,ARI,5,6,
62,/boxes/COL/COL201406090.shtml,ATL,@,COL,3,1,
63,/boxes/COL/COL201406100.shtml,ATL,@,COL,13,10,
64,/boxes/COL/COL201406110.shtml,ATL,@,COL,2,8,
65,/boxes/COL/COL201406120.shtml,ATL,@,COL,3,10,
66,/boxes/ATL/ATL201406130.shtml,ATL,,LAA,4,3,
67,/boxes/ATL/ATL201406140.shtml,ATL,,LAA,6,11,13
68,/boxes/ATL/ATL201406150.shtml,ATL,,LAA,7,3,
69,/boxes/ATL/ATL201406160.shtml,ATL,,PHI,1,6,13
70,/boxes/ATL/ATL201406170.shtml,ATL,,PHI,2,5,
71,/boxes/ATL/ATL201406180.shtml,ATL,,PHI,5,10,
72,/boxes/WAS/WAS201406190.shtml,ATL,@,WSN,3,0,
73,/boxes/WAS/WAS201406200.shtml,ATL,@,WSN,6,4,13
74,/boxes/WAS/WAS201406210.shtml,ATL,@,WSN,0,3,
75,/boxes/WAS/WAS201406220.shtml,ATL,@,WSN,1,4,
76,/boxes/HOU/HOU201406240.shtml,ATL,@,HOU,3,2,
77,/boxes/HOU/HOU201406250.shtml,ATL,@,HOU,4,0,
78,/boxes/HOU/HOU201406260.shtml,ATL,@,HOU,1,6,
79,/boxes/PHI/PHI201406270.shtml,ATL,@,PHI,4,2,
80,/boxes/PHI/PHI201406281.shtml,ATL,@,PHI,10,3,
81,/boxes/PHI/PHI201406282.shtml,ATL,@,PHI,5,1,
82,/boxes/PHI/PHI201406290.shtml,ATL,@,PHI,3,2,
83,/boxes/ATL/ATL201406300.shtml,ATL,,NYM,5,3,
84,/boxes/ATL/ATL201407010.shtml,ATL,,NYM,5,4,
85,/boxes/ATL/ATL201407020.shtml,ATL,,NYM,3,1,
86,/boxes/ATL/ATL201407040.shtml,ATL,,ARI,5,2,
87,/boxes/ATL/ATL201407050.shtml,ATL,,ARI,10,4,
88,/boxes/ATL/ATL201407060.shtml,ATL,,ARI,1,3,
89,/boxes/NYN/NYN201407070.shtml,ATL,@,NYM,3,4,11
90,/boxes/NYN/NYN201407080.shtml,ATL,@,NYM,3,8,
91,/boxes/NYN/NYN201407090.shtml,ATL,@,NYM,1,4,
92,/boxes/NYN/NYN201407100.shtml,ATL,@,NYM,3,1,
93,/boxes/CHN/CHN201407110.shtml,ATL,@,CHC,4,5,
94,/boxes/CHN/CHN201407120.shtml,ATL,@,CHC,11,6,
95,/boxes/CHN/CHN201407130.shtml,ATL,@,CHC,10,7,
96,/boxes/ATL/ATL201407180.shtml,ATL,,PHI,6,4,
97,/boxes/ATL/ATL201407190.shtml,ATL,,PHI,1,2,
98,/boxes/ATL/ATL201407200.shtml,ATL,,PHI,8,2,
99,/boxes/ATL/ATL201407210.shtml,ATL,,MIA,1,3,10
100,/boxes/ATL/ATL201407220.shtml,ATL,,MIA,5,6,
101,/boxes/ATL/ATL201407230.shtml,ATL,,MIA,6,1,
102,/boxes/ATL/ATL201407240.shtml,ATL,,MIA,2,3,
103,/boxes/ATL/ATL201407250.shtml,ATL,,SDP,2,5,
104,/boxes/ATL/ATL201407260.shtml,ATL,,SDP,5,3,
105,/boxes/ATL/ATL201407270.shtml,ATL,,SDP,8,3,
106,/boxes/ATL/ATL201407280.shtml,ATL,,SDP,2,0,
107,/boxes/LAN/LAN201407290.shtml,ATL,@,LAD,4,8,
108,/boxes/LAN/LAN201407300.shtml,ATL,@,LAD,2,3,10
109,/boxes/LAN/LAN201407310.shtml,ATL,@,LAD,1,2,
110,/boxes/SDN/SDN201408010.shtml,ATL,@,SDP,1,10,
111,/boxes/SDN/SDN201408020.shtml,ATL,@,SDP,2,3,12
112,/boxes/SDN/SDN201408030.shtml,ATL,@,SDP,3,4,10
113,/boxes/SEA/SEA201408050.shtml,ATL,@,SEA,2,4,
114,/boxes/SEA/SEA201408060.shtml,ATL,@,SEA,3,7,
115,/boxes/ATL/ATL201408080.shtml,ATL,,WSN,7,6,
116,/boxes/ATL/ATL201408090.shtml,ATL,,WSN,1,4,11
117,/boxes/ATL/ATL201408100.shtml,ATL,,WSN,3,1,
118,/boxes/ATL/ATL201408110.shtml,ATL,,LAD,2,6,
119,/boxes/ATL/ATL201408120.shtml,ATL,,LAD,2,4,
120,/boxes/ATL/ATL201408130.shtml,ATL,,LAD,3,2,
121,/boxes/ATL/ATL201408140.shtml,ATL,,LAD,4,6,
122,/boxes/ATL/ATL201408150.shtml,ATL,,OAK,7,2,
123,/boxes/ATL/ATL201408160.shtml,ATL,,OAK,4,3,
124,/boxes/ATL/ATL201408170.shtml,ATL,,OAK,4,3,
125,/boxes/PIT/PIT201408180.shtml,ATL,@,PIT,7,3,
126,/boxes/PIT/PIT201408190.shtml,ATL,@,PIT,11,3,
127,/boxes/PIT/PIT201408200.shtml,ATL,@,PIT,2,3,
128,/boxes/CIN/CIN201408210.shtml,ATL,@,CIN,8,0,
129,/boxes/CIN/CIN201408220.shtml,ATL,@,CIN,3,1,12
130,/boxes/CIN/CIN201408230.shtml,ATL,@,CIN,0,1,
131,/boxes/CIN/CIN201408240.shtml,ATL,@,CIN,3,5,
132,/boxes/NYN/NYN201408260.shtml,ATL,@,NYM,2,3,
133,/boxes/NYN/NYN201408270.shtml,ATL,@,NYM,3,2,
134,/boxes/NYN/NYN201408280.shtml,ATL,@,NYM,6,1,
135,/boxes/ATL/ATL201408290.shtml,ATL,,MIA,5,2,
136,/boxes/ATL/ATL201408300.shtml,ATL,,MIA,0,4,
137,/boxes/ATL/ATL201408310.shtml,ATL,,MIA,1,0,
138,/boxes/ATL/ATL201409010.shtml,ATL,,PHI,0,7,
139,/boxes/ATL/ATL201409020.shtml,ATL,,PHI,0,4,
140,/boxes/ATL/ATL201409030.shtml,ATL,,PHI,7,4,
141,/boxes/MIA/MIA201409050.shtml,ATL,@,MIA,3,11,
142,/boxes/MIA/MIA201409060.shtml,ATL,@,MIA,4,3,10
143,/boxes/MIA/MIA201409070.shtml,ATL,@,MIA,0,4,
144,/boxes/WAS/WAS201409080.shtml,ATL,@,WSN,1,2,
145,/boxes/WAS/WAS201409090.shtml,ATL,@,WSN,4,6,
146,/boxes/WAS/WAS201409100.shtml,ATL,@,WSN,6,2,
147,/boxes/TEX/TEX201409120.shtml,ATL,@,TEX,1,2,
148,/boxes/TEX/TEX201409130.shtml,ATL,@,TEX,2,3,
149,/boxes/TEX/TEX201409140.shtml,ATL,@,TEX,3,10,
150,/boxes/ATL/ATL201409150.shtml,ATL,,WSN,2,4,
151,/boxes/ATL/ATL201409160.shtml,ATL,,WSN,0,3,
152,/boxes/ATL/ATL201409170.shtml,ATL,,WSN,3,1,
153,/boxes/ATL/ATL201409190.shtml,ATL,,NYM,0,5,
154,/boxes/ATL/ATL201409200.shtml,ATL,,NYM,2,4,
155,/boxes/ATL/ATL201409210.shtml,ATL,,NYM,2,10,
156,/boxes/ATL/ATL201409220.shtml,ATL,,PIT,0,1,
157,/boxes/ATL/ATL201409230.shtml,ATL,,PIT,2,3,
158,/boxes/ATL/ATL201409240.shtml,ATL,,PIT,6,2,
159,/boxes/ATL/ATL201409250.shtml,ATL,,PIT,1,10,
160,/boxes/PHI/PHI201409260.shtml,ATL,@,PHI,4,5,
161,/boxes/PHI/PHI201409270.shtml,ATL,@,PHI,4,2,
162,/boxes/PHI/PHI201409280.shtml,ATL,@,PHI,2,1,
1,/boxes/BAL/BAL201403310.shtml,BAL,,BOS,2,1,
2,/boxes/BAL/BAL201404020.shtml,BAL,,BOS,2,6,
3,/boxes/BAL/BAL201404030.shtml,BAL,,BOS,3,4,
4,/boxes/DET/DET201404040.shtml,BAL,@,DET,4,10,
5,/boxes/DET/DET201404050.shtml,BAL,@,DET,6,7,
6,/boxes/DET/DET201404060.shtml,BAL,@,DET,3,1,
7,/boxes/NYA/NYA201404070.shtml,BAL,@,NYY,2,4,
8,/boxes/NYA/NYA201404080.shtml,BAL,@,NYY,14,5,
9,/boxes/NYA/NYA201404090.shtml,BAL,@,NYY,5,4,
10,/boxes/BAL/BAL201404110.shtml,BAL,,TOR,0,2,
11,/boxes/BAL/BAL201404120.shtml,BAL,,TOR,2,1,12
12,/boxes/BAL/BAL201404130.shtml,BAL,,TOR,3,11,
13,/boxes/BAL/BAL201404140.shtml,BAL,,TBR,7,1,
14,/boxes/BAL/BAL201404160.shtml,BAL,,TBR,3,0,
15,/boxes/BOS/BOS201404180.shtml,BAL,@,BOS,8,4,
16,/boxes/BOS/BOS201404190.shtml,BAL,@,BOS,2,4,
17,/boxes/BOS/BOS201404200.shtml,BAL,@,BOS,5,6,
18,/boxes/BOS/BOS201404210.shtml,BAL,@,BOS,7,6,
19,/boxes/TOR/TOR201404220.shtml,BAL,@,TOR,3,9,
20,/boxes/TOR/TOR201404230.shtml,BAL,@,TOR,10,8,
21,/boxes/TOR/TOR201404240.shtml,BAL,@,TOR,11,4,
22,/boxes/BAL/BAL201404250.shtml,BAL,,KCR,0,5,
23,/boxes/BAL/BAL201404260.shtml,BAL,,KCR,3,2,10
24,/boxes/BAL/BAL201404270.shtml,BAL,,KCR,3,9,
25,/boxes/BAL/BAL201405011.shtml,BAL,,PIT,5,1,
26,/boxes/BAL/BAL201405012.shtml,BAL,,PIT,6,5,10
27,/boxes/MIN/MIN201405020.shtml,BAL,@,MIN,3,0,
28,/boxes/MIN/MIN201405030.shtml,BAL,@,MIN,1,6,
29,/boxes/MIN/MIN201405040.shtml,BAL,@,MIN,2,5,
30,/boxes/TBA/TBA201405060.shtml,BAL,@,TBR,5,3,
31,/boxes/TBA/TBA201405070.shtml,BAL,@,TBR,4,3,
32,/boxes/TBA/TBA201405080.shtml,BAL,@,TBR,3,1,
33,/boxes/BAL/BAL201405090.shtml,BAL,,HOU,4,3,
34,/boxes/BAL/BAL201405100.shtml,BAL,,HOU,5,4,10
35,/boxes/BAL/BAL201405110.shtml,BAL,,HOU,2,5,
36,/boxes/BAL/BAL201405120.shtml,BAL,,DET,1,4,
37,/boxes/BAL/BAL201405130.shtml,BAL,,DET,1,4,
38,/boxes/BAL/BAL201405140.shtml,BAL,,DET,5,7,
39,/boxes/KCA/KCA201405150.shtml,BAL,@,KCR,2,1,
40,/boxes/KCA/KCA201405160.shtml,BAL,@,KCR,4,0,
41,/boxes/KCA/KCA201405170.shtml,BAL,@,KCR,0,1,
42,/boxes/KCA/KCA201405180.shtml,BAL,@,KCR,6,8,
43,/boxes/PIT/PIT201405200.shtml,BAL,@,PIT,9,2,
44,/boxes/PIT/PIT201405210.shtml,BAL,@,PIT,8,9,
45,/boxes/BAL/BAL201405220.shtml,BAL,,CLE,7,8,13
46,/boxes/BAL/BAL201405230.shtml,BAL,,CLE,8,4,
47,/boxes/BAL/BAL201405240.shtml,BAL,,CLE,0,9,
48,/boxes/BAL/BAL201405250.shtml,BAL,,CLE,4,2,
49,/boxes/MIL/MIL201405260.shtml,BAL,@,MIL,7,6,10
50,/boxes/MIL/MIL201405270.shtml,BAL,@,MIL,6,7,10
51,/boxes/MIL/MIL201405280.shtml,BAL,@,MIL,3,8,
52,/boxes/HOU/HOU201405290.shtml,BAL,@,HOU,1,3,
53,/boxes/HOU/HOU201405300.shtml,BAL,@,HOU,1,2,
54,/boxes/HOU/HOU201405310.shtml,BAL,@,HOU,4,1,
55,/boxes/HOU/HOU201406010.shtml,BAL,@,HOU,9,4,
56,/boxes/TEX/TEX201406030.shtml,BAL,@,TEX,8,3,
57,/boxes/TEX/TEX201406040.shtml,BAL,@,TEX,6,5,
58,/boxes/TEX/TEX201406050.shtml,BAL,@,TEX,6,8,
59,/boxes/BAL/BAL201406060.shtml,BAL,,OAK,3,4,11
